cycle,tfsm,wac,out_valid,out_ready,pixel_valid,ch_done,ch3_5_en,ch_count,win_valid,phase_clear,mac_start,mac_done,out_ch_sel,rom_grp,psum_valid,psum_och,psum_pass,psum_data
8817,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,-519965374
8818,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-369916654
8819,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,539944817
8820,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,-1114857801
8821,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,-34785183
8822,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,-2157232529
8823,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,132763933
8824,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-218790007
8825,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,-20263911
8826,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-2129712830
8827,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-615401440
8828,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-2983869800
8829,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-3485209211
8830,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-2506553091
8831,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
8832,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8833,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8834,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8835,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,712114176
8836,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1656215514
8837,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,1212112478
8838,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-1086654789
8839,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,-25555651
8840,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,2036032410
8841,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,347644111
8842,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,194141304
8843,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,2152809133
8844,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-1815722319
8845,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,-3343854761
8846,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-835224049
8847,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-1705394461
8848,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-2557283404
8849,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-2635427486
8850,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-112818181
8851,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
8852,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8853,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8854,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8855,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1458208768
8856,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,-427708537
8857,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,-323856578
8858,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-1787416379
8859,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,-1007313123
8860,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,-580154831
8861,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,2099571955
8862,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,1720468166
8863,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,-346178929
8864,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,1990838087
8865,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,-1401413157
8866,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-1215926951
8867,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-646658411
8868,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-2656044745
8869,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-1073804482
8870,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,675275204
8871,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
8872,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8873,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8874,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8875,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1876164608
8876,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,685753727
8877,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,-2378359149
8878,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-924016885
8879,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,-1179371282
8880,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,2905229485
8881,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,594683522
8882,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,-258885348
8883,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,815829152
8884,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-1122196529
8885,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,-1579721507
8886,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,1941500917
8887,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-18198354
8888,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-1878558944
8889,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-2581676532
8890,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,494358845
8891,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
8892,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8893,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8894,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8895,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2827124736
8896,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,451345168
8897,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,-37100401
8898,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-2593139276
8899,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,-3629794629
8900,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,864550924
8901,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,810191326
8902,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,-774872916
8903,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,-563510141
8904,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,1037105500
8905,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,-1794689107
8906,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-355990883
8907,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-184984808
8908,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-187983586
8909,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,2156362317
8910,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,2654602635
8911,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
8912,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8913,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8914,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8915,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5159518208
8916,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,-714729749
8917,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,393766640
8918,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-1789071283
8919,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,-1957015404
8920,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,1005871621
8921,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,-233854886
8922,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,-2140692291
8923,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,-2953197840
8924,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-796303854
8925,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,-1072905823
8926,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-384221363
8927,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,199608971
8928,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,472476055
8929,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-1035261702
8930,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-1582393273
8931,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
8932,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8933,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8934,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8935,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4464672768
8936,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,-1392173204
8937,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,722591441
8938,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,569108880
8939,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,-1476519104
8940,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,2774436446
8941,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,-2196529389
8942,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,-1868733562
8943,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,210059200
8944,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,718852037
8945,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,-1121069228
8946,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-1452667122
8947,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,1172803547
8948,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,2752638006
8949,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,1569480236
8950,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-695705098
8951,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
8952,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8953,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8954,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8955,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3920396288
8956,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1498461715
8957,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,-3411816996
8958,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-1534111022
8959,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,-1751229361
8960,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,-2696912690
8961,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,711838250
8962,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,-745629054
8963,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,-459856959
8964,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,1863971495
8965,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,-2058730230
8966,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-3112207370
8967,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-2161574642
8968,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,514432695
8969,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-362679469
8970,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-2325766782
8971,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
8972,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8973,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8974,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8975,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2699329536
8976,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,-1395572
8977,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,1218886096
8978,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-97028310
8979,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,-1414191816
8980,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,1064412500
8981,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,-718213575
8982,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,219024302
8983,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,2468123003
8984,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-128649857
8985,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,-1852829114
8986,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-973656349
8987,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-42877262
8988,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,1075589708
8989,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-1141906124
8990,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,2572960159
8991,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
8992,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8993,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8994,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8995,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-373293056
8996,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,101287675
8997,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,-215993805
8998,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,154446034
8999,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,40017791
9000,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,-555005994
9001,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,961453101
9002,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,1504724907
9003,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,1191279966
9004,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,3337880847
9005,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,1336431800
9006,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-220525508
9007,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-1729062349
9008,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-1167779520
9009,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,622924057
9010,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,267648093
9011,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
9012,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9013,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9014,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9015,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-3074162688
9016,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1362831263
9017,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,145438362
9018,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,69889202
9019,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,1423295138
9020,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,1258018067
9021,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,-1052833027
9022,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,1220654754
9023,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,2622349251
9024,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-2801302696
9025,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,179703540
9026,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,1081735776
9027,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-1491933934
9028,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-361365674
9029,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,280521743
9030,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-1649455409
9031,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
9032,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9033,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9034,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9035,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-4910678016
9036,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,736201181
9037,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,357112825
9038,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-2397434846
9039,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,-1742740746
9040,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,-1548013265
9041,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,-390411547
9042,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,2508930019
9043,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,-677952140
9044,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,2871364254
9045,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,136382353
9046,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-676494277
9047,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-1096245222
9048,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-1621649121
9049,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,1693263026
9050,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,2638530045
9051,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
9052,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9053,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9054,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
