cycle,tfsm,wac,out_valid,out_ready,pixel_valid,ch_done,ch3_5_en,ch_count,win_valid,phase_clear,mac_start,mac_done,out_ch_sel,rom_grp,psum_valid,psum_och,psum_pass,psum_data
1458,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-104060793
1459,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
1460,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1461,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1463,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5412913152
1464,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,322369834
1465,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,2799247243
1466,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,570173704
1467,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,-1614895544
1468,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,2307429689
1469,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,-1154708656
1470,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,-611071242
1471,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,1832882281
1472,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-512890981
1473,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,1631511181
1474,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,1450740045
1475,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,824051372
1476,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-882042047
1477,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-2749334428
1478,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-314702860
1479,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
1480,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1481,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1483,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2978512896
1484,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,628314543
1485,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,1173419403
1486,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,1421816995
1487,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,594352416
1488,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,805579891
1489,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,1275343835
1490,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,-642321735
1491,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,-1364808706
1492,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-3212291856
1493,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,3476388002
1494,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,1657544763
1495,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-197748660
1496,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-836144447
1497,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-400985167
1498,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-2575207996
1499,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,0,15,0,0
1500,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1502,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1503,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1505,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-2410414080
1506,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1450097708
1507,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,-2167879379
1508,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-2330158403
1509,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,342703864
1510,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,-2360396653
1511,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,2678246581
1512,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,2024234974
1513,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,-240812097
1514,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,1124922950
1515,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,1796376609
1516,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-132474265
1517,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-370908262
1518,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-489511866
1519,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-1935806572
1520,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-3297432626
1521,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
1522,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1523,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1525,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-3994124288
1526,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,-1193500203
1527,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,-1570969130
1528,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,3582934337
1529,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,387283725
1530,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,2978820191
1531,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,-1961846182
1532,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,-1318595813
1533,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,-117767951
1534,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-184653444
1535,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,-1126015960
1536,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,702938166
1537,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,2645312715
1538,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-124772154
1539,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-1120010776
1540,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,757795856
1541,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
1542,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1543,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1545,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1733820416
1546,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,-252679280
1547,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,-2053298682
1548,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-2067957638
1549,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,1537576246
1550,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,-1934090239
1551,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,1405325475
1552,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,338684766
1553,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,3040205935
1554,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,1602067579
1555,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,3174447015
1556,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-914914733
1557,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,1711026599
1558,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,3370048037
1559,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,2084896918
1560,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,169661634
1561,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
1562,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1563,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1565,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5739151360
1566,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3010136520
1567,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,1410042104
1568,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-607830585
1569,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,-635501660
1570,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,-637325279
1571,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,-4670565039
1572,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,-4524634740
1573,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,-429884421
1574,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-809424198
1575,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,3098803162
1576,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,1444568657
1577,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,3210256423
1578,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,795922349
1579,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,4593743182
1580,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-166585228
1581,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
1582,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1583,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1585,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5657165824
1586,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,2082507543
1587,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,1399712919
1588,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-312561168
1589,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,-121000411
1590,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,-2050715796
1591,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,-148542698
1592,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,-2806170724
1593,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,-2602063964
1594,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-861032324
1595,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,1422646019
1596,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,945864669
1597,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-513759768
1598,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-2197215364
1599,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-1406417028
1600,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-2619359508
1601,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
1602,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1603,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1605,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1264812032
1606,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,-1343156433
1607,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,2156451009
1608,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,1743047818
1609,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,2154212348
1610,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,818766429
1611,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,3570075260
1612,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,-1124411100
1613,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,280100109
1614,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-428932330
1615,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,651620588
1616,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-131861761
1617,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,406566622
1618,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,2409535761
1619,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-2250116204
1620,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-490965554
1621,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
1622,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1623,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1625,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1206550528
1626,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1415653781
1627,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,-2362446803
1628,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,56423139
1629,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,352372664
1630,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,-1289865032
1631,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,1701336067
1632,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,929979648
1633,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,-98714029
1634,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-289642460
1635,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,369421911
1636,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-1088810020
1637,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,980640851
1638,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,27450027
1639,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-595783476
1640,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-2482806418
1641,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
1642,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1643,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1645,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1277001728
1646,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3902450641
1647,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,-1198899029
1648,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,-3649976587
1649,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,-2557748889
1650,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,748809150
1651,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,-1911144882
1652,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,409460487
1653,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,1207118095
1654,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-202153969
1655,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,-2215214140
1656,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,-484976555
1657,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-98012551
1658,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-3909715518
1659,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-1186044408
1660,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,-2012757066
1661,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
1662,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1663,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1665,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1227227136
1666,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,2554020939
1667,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,-194182849
1668,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,42790346
1669,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,655498298
1670,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,455753958
1671,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,590944377
1672,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,64348198
1673,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,2733449471
1674,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,2111429527
1675,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,-1792471884
1676,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,13,0,1,11,0,209069283
1677,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,14,0,1,12,0,-292559532
1678,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,15,0,1,13,0,-3894533592
1679,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,0,1,15,0,1,14,0,-2547362984
1680,CH02_IMG_IN,IDLE,1,1,1,0,0,0,0,0,0,0,0,0,1,15,0,1998873502
1681,CH02_IMG_IN,IDLE,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0
1682,WAIT_MAC_02,IDLE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1683,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1685,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-1918435328
1686,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,-1638620792
1687,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,4,0,1,2,0,-989268688
1688,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,5,0,1,3,0,1483009731
1689,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,6,0,1,4,0,2497984664
1690,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,7,0,1,5,0,-287453027
1691,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,3119357264
1692,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,9,0,1,7,0,3003051886
1693,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,10,0,1,8,0,3163112264
1694,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,11,0,1,9,0,-1851963029
1695,WAIT_MAC_02,WEIGHT_CAL,1,0,0,0,0,0,0,0,0,0,12,0,1,10,0,-1479553455
