# cycle och pass data
12957 13 1 2840214919
12958 14 1 -632549217
12959 15 1 1229794822
12964 0 1 -3858432000
12965 1 1 956309561
12966 2 1 -1023713027
12967 3 1 536265589
12968 4 1 1021823388
12969 5 1 -1513177300
12970 6 1 2739007082
12971 7 1 -2332463050
12972 8 1 993261956
12973 9 1 -3537099776
12974 10 1 360664353
12975 11 1 361627682
12976 12 1 -2779116053
12977 13 1 -867000501
12978 14 1 -2166058493
12979 15 1 -683722962
12984 0 1 -1932951552
12985 1 1 -2662268291
12986 2 1 2159066773
12987 3 1 -903965783
12988 4 1 2221799447
12989 5 1 26166947
12990 6 1 672494510
12991 7 1 3639347045
12992 8 1 -1148017097
12993 9 1 1653100019
12994 10 1 -215099678
12995 11 1 -771756256
12996 12 1 -661211830
12997 13 1 1425863222
12998 14 1 -926010412
12999 15 1 288853681
13004 0 1 1254096896
13005 1 1 -881485863
13006 2 1 -3516387167
13007 3 1 -710843417
13008 4 1 751518493
13009 5 1 1410468558
13010 6 1 550286580
13011 7 1 -645561888
13012 8 1 -2051962074
13013 9 1 -529552822
13014 10 1 486795154
13015 11 1 3468251693
13016 12 1 -5260482102
13017 13 1 -2023669242
13018 14 1 -3393968707
13019 15 1 -2290670934
13024 0 1 4647682048
13025 1 1 898986576
13026 2 1 907544708
13027 3 1 1366916835
13028 4 1 -17215784
13029 5 1 769423173
13030 6 1 -5254696051
13031 7 1 -224668141
13032 8 1 3933060341
13033 9 1 2251097500
13034 10 1 -826444912
13035 11 1 46752774
13036 12 1 892067511
13037 13 1 -689058732
13038 14 1 384578318
13039 15 1 806041331
13044 0 1 4386062336
13045 1 1 287170446
13046 2 1 558642056
13047 3 1 -635180494
13048 4 1 91368836
13049 5 1 707214140
13050 6 1 -3549953667
13051 7 1 -3353725669
13052 8 1 408892583
13053 9 1 1249792461
13054 10 1 -2927428927
13055 11 1 -1087437704
13056 12 1 2820299385
13057 13 1 -827328773
13058 14 1 2020027268
13059 15 1 1751689827
13064 0 1 4117659648
13065 1 1 -466802540
13066 2 1 -2308880054
13067 3 1 1399558331
13068 4 1 -2133141944
13069 5 1 3920880057
13070 6 1 461932654
13071 7 1 -692514012
13072 8 1 -1295636648
13073 9 1 2559186203
13074 10 1 1313982584
13075 11 1 -2727807162
13076 12 1 273914330
13077 13 1 1148181101
13078 14 1 2241052954
13079 15 1 661203059
13084 0 1 1437171712
13085 1 1 2111225378
13086 2 1 -485640185
13087 3 1 6194178
13088 4 1 -2562460370
13089 5 1 109885956
13090 6 1 2330757146
13091 7 1 -1826015086
13092 8 1 27957321
13093 9 1 -2251923864
13094 10 1 1166583670
13095 11 1 1373776836
13096 12 1 -5326211532
13097 13 1 12977979
13098 14 1 -385322809
13099 15 1 -1739110835
13104 0 1 4775673856
13105 1 1 -328091961
13106 2 1 -121968217
13107 3 1 1329095643
13108 4 1 656578050
13109 5 1 1495011291
13110 6 1 -1031933668
13111 7 1 -1135713253
13112 8 1 -407986830
13113 9 1 593659573
13114 10 1 106091037
13115 11 1 1292325879
13116 12 1 -1526071134
13117 13 1 -1984289614
13118 14 1 -3767008353
13119 15 1 2052092994
13126 0 1 1749483520
13127 1 1 1287643942
13128 2 1 3130732069
13129 3 1 78643158
13130 4 1 -585664175
13131 5 1 143161602
13132 6 1 -1467008888
13133 7 1 -409357938
13134 8 1 1338845581
13135 9 1 -1041762482
13136 10 1 596736259
13137 11 1 799695281
13138 12 1 1520876621
13139 13 1 3617618079
13140 14 1 -337868632
13141 15 1 -1569903930
13146 0 1 2623438848
13147 1 1 -2189398976
13148 2 1 -2057089167
13149 3 1 1544230078
13150 4 1 -189511345
13151 5 1 3468548081
13152 6 1 2883419195
13153 7 1 2493727936
13154 8 1 2599287329
13155 9 1 -470432156
13156 10 1 3514692255
13157 11 1 -126737353
13158 12 1 -2661375117
13159 13 1 -2099609134
13160 14 1 -3220604816
13161 15 1 854009405
13166 0 1 584646656
13167 1 1 -2833162854
13168 2 1 3299951316
13169 3 1 -1532351879
13170 4 1 -2050217712
13171 5 1 738595942
13172 6 1 -622916647
13173 7 1 444512955
13174 8 1 2606060873
13175 9 1 472821486
13176 10 1 -13017183
13177 11 1 1940010653
13178 12 1 -2312555618
13179 13 1 -270925164
13180 14 1 -1882665426
13181 15 1 -803583193
13186 0 1 -1903099904
13187 1 1 -1817554571
13188 2 1 2455359587
13189 3 1 2106804100
13190 4 1 -1983546799
13191 5 1 -778920821
13192 6 1 -432925755
13193 7 1 401051073
13194 8 1 2853084313
13195 9 1 593558237
13196 10 1 -1404275069
13197 11 1 -421885775
13198 12 1 53912252
13199 13 1 3137111133
13200 14 1 852850819
13201 15 1 730530299
13206 0 1 -445644800
13207 1 1 1458603736
13208 2 1 927914932
13209 3 1 1111222235
13210 4 1 -497291546
13211 5 1 2328449268
13212 6 1 -2716275363
13213 7 1 -4087270189
13214 8 1 3585429755
13215 9 1 -853971786
13216 10 1 706657899
13217 11 1 -1328157836
13218 12 1 -4683073740
13219 13 1 273203089
13220 14 1 -778923554
13221 15 1 2640938005
13226 0 1 -785285120
13227 1 1 436938481
13228 2 1 -18486543
13229 3 1 -3618568373
13230 4 1 -2482287143
13231 5 1 -1452681820
13232 6 1 2717903735
13233 7 1 3876690516
13234 8 1 1075591490
13235 9 1 -1806079995
13236 10 1 -1231727828
13237 11 1 -971606056
13238 12 1 1684308891
13239 13 1 -361071498
13240 14 1 1024835085
13241 15 1 4504634400
13246 0 1 -2378825728
13247 1 1 290523027
13248 2 1 612751399
13249 3 1 -1118981031
13250 4 1 -393401147
13251 5 1 -1876992860
13252 6 1 1892679831
13253 7 1 154832438
13254 8 1 648448478
13255 9 1 -559874533
13256 10 1 -2326678877
13257 11 1 -1760274144
13258 12 1 1272576685
13259 13 1 123289466
13260 14 1 6034989607
13261 15 1 -1413143423
13266 0 1 -6168674304
13267 1 1 -147375337
13268 2 1 -1747824334
13269 3 1 3358274910
13270 4 1 868741241
13271 5 1 -1749377609
13272 6 1 -989285284
13273 7 1 -3229302151
13274 8 1 -1772759428
13275 9 1 689408619
13276 10 1 -391127217
13277 11 1 1421823444
13278 12 1 -301395458
13279 13 1 497749781
13280 14 1 199809446
13281 15 1 73301380
13286 0 1 -5765660672
13287 1 1 1653950944
13288 2 1 -197744694
13289 3 1 -633478444
13290 4 1 225638650
13291 5 1 -2063646913
13292 6 1 -651313354
13293 7 1 -819025057
13294 8 1 -987454742
13295 9 1 -2252413060
13296 10 1 -822227
13297 11 1 -2296930704
13298 12 1 2099741694
13299 13 1 3398901676
13300 14 1 2182537736
13301 15 1 380031919
13306 0 1 -461438976
13307 1 1 3040456463
13308 2 1 -2079623513
13309 3 1 -1813217204
13310 4 1 3573475771
13311 5 1 -97225186
13312 6 1 2616810626
13313 7 1 871409100
13314 8 1 -1909815594
13315 9 1 -3382364665
13316 10 1 1542998784
13317 11 1 -1257537975
13318 12 1 54190510
13319 13 1 179768752
13320 14 1 79737373
13321 15 1 -1331044547
13326 0 1 61374464
13327 1 1 -3252003387
13328 2 1 -31408503
13329 3 1 -683688098
13330 4 1 286776120
13331 5 1 2209476871
13332 6 1 1944625194
13333 7 1 3679593089
13334 8 1 -825097761
13335 9 1 3212777060
13336 10 1 1523801249
13337 11 1 2853694552
13338 12 1 -988309095
13339 13 1 -3811456600
13340 14 1 -3463209167
13341 15 1 1442579462
13346 0 1 1119453184
13347 1 1 910364820
13348 2 1 -139660868
13349 3 1 -437600202
13350 4 1 -3180761891
13351 5 1 958143389
13352 6 1 -4349559074
13353 7 1 -2318280063
13354 8 1 464001574
13355 9 1 1842489209
13356 10 1 -2277198571
13357 11 1 3040001241
13358 12 1 542344940
13359 13 1 1129631282
13360 14 1 467503169
13361 15 1 119273026
13366 0 1 -1005256704
13367 1 1 1020577122
13368 2 1 -704292167
13369 3 1 814946705
13370 4 1 -4084872780
13371 5 1 17783374
13372 6 1 69103273
13373 7 1 2621590087
13374 8 1 -367159323
13375 9 1 125533212
13376 10 1 1959873258
13377 11 1 573796653
13378 12 1 3039904651
13379 13 1 461280970
13380 14 1 3076940011
13381 15 1 888971945
13386 0 1 -4768235520
13387 1 1 -925185150
13388 2 1 1329566922
13389 3 1 -129604161
13390 4 1 -3496536857
13391 5 1 -1770490660
13392 6 1 3310679172
13393 7 1 589904892
13394 8 1 1335320540
13395 9 1 -2808329590
13396 10 1 -134307954
13397 11 1 -1429483992
13398 12 1 -1120241096
13399 13 1 -806715235
13400 14 1 3945707629
13401 15 1 -974202998
13406 0 1 -6026493952
13407 1 1 -342223228
13408 2 1 914061299
13409 3 1 987896222
13410 4 1 3480729781
13411 5 1 -1799778756
13412 6 1 62562349
13413 7 1 -2057831890
13414 8 1 -56575747
13415 9 1 -1950784951
13416 10 1 -691864633
13417 11 1 -911380058
13418 12 1 905272270
13419 13 1 1679401234
13420 14 1 1669332301
13421 15 1 -3023051150
13426 0 1 -8689156096
13427 1 1 -2885918333
13428 2 1 -46212389
13429 3 1 1842194444
13430 4 1 -473734143
13431 5 1 -1238924228
13432 6 1 3988096022
13433 7 1 2076073400
13434 8 1 984336802
13435 9 1 -1686610682
13436 10 1 2314174649
13437 11 1 -1619184390
13438 12 1 -1963741156
13439 13 1 1026874553
13440 14 1 -1292285418
13441 15 1 -370707819
13446 0 1 -7360348160
13447 1 1 1734203166
13448 2 1 3783688277
13449 3 1 -4243425095
13450 4 1 2172434899
13451 5 1 -2494917845
13452 6 1 -3339452672
13453 7 1 -354758214
13454 8 1 2186473179
13455 9 1 264759380
13456 10 1 -1207607270
13457 11 1 -1488501284
13458 12 1 1051926080
13459 13 1 -764824368
13460 14 1 1139557313
13461 15 1 -1303264829
13466 0 1 -7044694016
13467 1 1 -141292369
13468 2 1 4952165
13469 3 1 654880833
13470 4 1 2795229080
13471 5 1 -2728101551
13472 6 1 3042501884
13473 7 1 -258274646
13474 8 1 -2329793422
13475 9 1 1457588394
13476 10 1 147421650
13477 11 1 -208213061
13478 12 1 -1178369041
13479 13 1 -1660093158
13480 14 1 -4967672335
13481 15 1 -248450387
13486 0 1 -4797300736
13487 1 1 -4480877021
13488 2 1 5051372617
13489 3 1 -304725359
13490 4 1 909419454
13491 5 1 -2001258389
13492 6 1 518592355
13493 7 1 2358821042
13494 8 1 1360583725
13495 9 1 -411542824
13496 10 1 1784008185
13497 11 1 -526908891
13498 12 1 -2859167313
13499 13 1 2555263156
13500 14 1 -4860854891
13501 15 1 -2031078467
13506 0 1 24805376
13507 1 1 -1103309904
13508 2 1 220531562
13509 3 1 1583727395
13510 4 1 2618622257
13511 5 1 -4678651974
13512 6 1 -2643064584
13513 7 1 -1707978936
13514 8 1 359024689
13515 9 1 -1813289976
13516 10 1 -3164054760
13517 11 1 715873109
13518 12 1 -3397941
13519 13 1 2756318479
13520 14 1 -2617490227
13521 15 1 -300648648
13526 0 1 1724284928
13527 1 1 -2201864888
13528 2 1 715047260
13529 3 1 1501176854
13530 4 1 1894136078
13531 5 1 351867170
13532 6 1 -845710704
13533 7 1 1414276605
13534 8 1 205474589
13535 9 1 1619135368
13536 10 1 2252546113
13537 11 1 2226371345
13538 12 1 875647911
13539 13 1 -843631222
13540 14 1 -586033470
13541 15 1 990773476
13546 0 1 2719875072
13547 1 1 978880077
13548 2 1 1376870573
13549 3 1 -2936218525
13550 4 1 -215114023
13551 5 1 2093395379
13552 6 1 3142312807
13553 7 1 1842521941
13554 8 1 1816572813
13555 9 1 -554513093
13556 10 1 -620376420
13557 11 1 -1701907130
13558 12 1 -2252355985
13559 13 1 787381286
13560 14 1 228562051
13561 15 1 -3081213467
13566 0 1 -1426489344
13567 1 1 -4300078372
13568 2 1 2102804997
13569 3 1 -799922820
13570 4 1 -582645076
13571 5 1 431985560
13572 6 1 258574024
13573 7 1 3119346655
13574 8 1 1470635067
13575 9 1 2080827403
13576 10 1 -899804741
13577 11 1 450304874
13578 12 1 -991069892
13579 13 1 1064349271
13580 14 1 448393519
13581 15 1 -1607927902
13586 0 1 2096300032
13587 1 1 3612160728
13588 2 1 654230009
13589 3 1 1885957544
13590 4 1 -1474456431
13591 5 1 -1040165998
13592 6 1 -4266629348
13593 7 1 -5106980935
13594 8 1 -3486565980
13595 9 1 1484614472
13596 10 1 -2532822312
13597 11 1 596155567
13598 12 1 -2999512845
13599 13 1 1254128628
13600 14 1 -3106980350
13601 15 1 944994554
13608 0 1 2913075200
13609 1 1 272620771
13610 2 1 -1920977042
13611 3 1 581490109
13612 4 1 -677724225
13613 5 1 -2332245146
13614 6 1 -2223719498
13615 7 1 1901252642
13616 8 1 -3084783114
13617 9 1 1273045643
13618 10 1 -1995538428
13619 11 1 210939214
13620 12 1 4206637621
13621 13 1 1904937764
13622 14 1 2952389659
13623 15 1 1542410003
13628 0 1 3340861440
13629 1 1 3815298976
13630 2 1 -425402506
13631 3 1 -1108945809
13632 4 1 525317391
13633 5 1 -1369503116
13634 6 1 1778920533
13635 7 1 -119545007
13636 8 1 -1238394363
13637 9 1 -982957928
13638 10 1 -218207254
13639 11 1 2306420348
13640 12 1 1127762798
13641 13 1 -1848745748
13642 14 1 -264007853
13643 15 1 -2463035388
13648 0 1 695730176
13649 1 1 -1633015814
13650 2 1 -3018043297
13651 3 1 234641622
13652 4 1 2303845028
13653 5 1 -428596579
13654 6 1 2292009433
13655 7 1 4890347203
13656 8 1 -1740180513
13657 9 1 1336922711
13658 10 1 773555226
13659 11 1 1227302241
13660 12 1 3763614776
13661 13 1 -1731481867
13662 14 1 -1702802606
13663 15 1 5801826
13668 0 1 -906723328
13669 1 1 -6468034
13670 2 1 3604512890
13671 3 1 833518881
13672 4 1 16553946
13673 5 1 -2381584135
13674 6 1 -1268241078
13675 7 1 -855018482
13676 8 1 -1759393592
13677 9 1 -54566209
13678 10 1 -710876418
13679 11 1 1178149799
13680 12 1 1021935009
13681 13 1 2796066251
13682 14 1 -525972465
13683 15 1 -2679534167
13688 0 1 -90963968
13689 1 1 -3216423795
13690 2 1 2428248210
13691 3 1 700132010
13692 4 1 895379382
13693 5 1 -393495553
13694 6 1 336618215
13695 7 1 1132201776
13696 8 1 -2779976578
13697 9 1 648122429
13698 10 1 694990734
13699 11 1 526733747
13700 12 1 -1448753157
13701 13 1 -220962003
13702 14 1 -316044237
13703 15 1 -72623456
13708 0 1 -1913552896
13709 1 1 -1958023428
13710 2 1 -2330667782
13711 3 1 1650672089
13712 4 1 -1819218027
13713 5 1 -1296632859
13714 6 1 1808094029
13715 7 1 -1927739500
13716 8 1 714894654
13717 9 1 -2153227715
13718 10 1 -1690453592
13719 11 1 2155482737
13720 12 1 -4656271675
13721 13 1 -1068323845
13722 14 1 173933989
13723 15 1 1166515907
13728 0 1 -2456944640
13729 1 1 454427347
13730 2 1 -845964947
13731 3 1 1900880915
13732 4 1 -1709949884
13733 5 1 1195972056
13734 6 1 -2249782677
13735 7 1 -1518205250
13736 8 1 3166124105
13737 9 1 801628508
13738 10 1 -1789400360
13739 11 1 1786921487
13740 12 1 1915212953
13741 13 1 1673650254
13742 14 1 2905363164
13743 15 1 620941828
13748 0 1 -3219750912
13749 1 1 2856835637
13750 2 1 -2321168100
13751 3 1 -282801889
13752 4 1 -2015938250
13753 5 1 1798534260
13754 6 1 -467102347
13755 7 1 -974955868
13756 8 1 -547387307
13757 9 1 -3122331283
13758 10 1 2566297796
13759 11 1 -1168010609
13760 12 1 2024568199
13761 13 1 1884868262
13762 14 1 2343715665
13763 15 1 -837177
13768 0 1 -956530688
13769 1 1 2902175537
13770 2 1 -1309927671
13771 3 1 -1713522028
13772 4 1 198464929
13773 5 1 3708709765
13774 6 1 -392250361
13775 7 1 -263224649
13776 8 1 558165460
13777 9 1 -279896256
13778 10 1 1341508618
13779 11 1 -4589472417
13780 12 1 875475206
13781 13 1 -1465179113
13782 14 1 801821598
13783 15 1 3482774530
13788 0 1 596639744
13789 1 1 1085237972
13790 2 1 1336365386
13791 3 1 -2049943781
13792 4 1 -60433333
13793 5 1 3002655787
13794 6 1 -1601520325
13795 7 1 -455356132
13796 8 1 596222051
13797 9 1 3658716950
13798 10 1 2582194054
13799 11 1 -1174039969
13800 12 1 53077331
13801 13 1 -3923022132
13802 14 1 -2143405053
13803 15 1 1369652225
13808 0 1 2522054656
13809 1 1 1370917139
13810 2 1 1812572992
13811 3 1 -959919926
13812 4 1 -716282815
13813 5 1 87933956
13814 6 1 1900601578
13815 7 1 -2867056175
13816 8 1 507709659
13817 9 1 -958940342
13818 10 1 -871366268
13819 11 1 -1033855833
13820 12 1 -3067963098
13821 13 1 912613745
13822 14 1 -4088586563
13823 15 1 56182992
13828 0 1 4013883392
13829 1 1 -1313999490
13830 2 1 -1754583870
13831 3 1 -910822303
13832 4 1 3131923600
13833 5 1 1296708128
13834 6 1 -437592156
13835 7 1 2513201070
13836 8 1 -548635319
13837 9 1 -2710844563
13838 10 1 2329301608
13839 11 1 382645595
13840 12 1 3607535681
13841 13 1 1610833927
13842 14 1 -438960543
13843 15 1 -492171632
13848 0 1 3312549888
13849 1 1 -1255052578
13850 2 1 -2074517786
13851 3 1 1259005392
13852 4 1 -2895329321
13853 5 1 643972276
13854 6 1 3838798563
13855 7 1 3378204254
13856 8 1 -857862759
13857 9 1 1050515985
13858 10 1 -148950645
13859 11 1 9936461
13860 12 1 -72789777
13861 13 1 -549516520
13862 14 1 676106506
13863 15 1 -494066751
13868 0 1 -579928064
13869 1 1 -443264835
13870 2 1 1199110544
13871 3 1 -914230576
13872 4 1 -795142538
13873 5 1 1494549862
13874 6 1 -1408512198
13875 7 1 -215675279
13876 8 1 -837219269
13877 9 1 1187616789
13878 10 1 -1212062266
13879 11 1 4271493640
13880 12 1 -714119077
13881 13 1 212915789
13882 14 1 1888721243
13883 15 1 -2520599714
13888 0 1 -4799561728
13889 1 1 1486155117
13890 2 1 -1844148559
13891 3 1 1696317315
13892 4 1 -1207101159
13893 5 1 -2537714384
13894 6 1 -2122090047
13895 7 1 126146572
13896 8 1 -878572415
13897 9 1 1615542952
13898 10 1 -139420084
13899 11 1 -377909595
13900 12 1 2533240853
13901 13 1 442684999
13902 14 1 2342636932
13903 15 1 1826024688
13908 0 1 -5753372672
13909 1 1 1899647043
13910 2 1 1923492443
13911 3 1 -1624909073
13912 4 1 222974161
13913 5 1 -3068912566
13914 6 1 221292796
13915 7 1 -1747216385
13916 8 1 945339629
13917 9 1 -3423458061
13918 10 1 -1745533834
13919 11 1 -1860718312
13920 12 1 32060396
13921 13 1 1313744198
13922 14 1 2323804439
13923 15 1 177219481
13928 0 1 -4349558784
13929 1 1 -398383492
13930 2 1 87411799
13931 3 1 1740070425
13932 4 1 448533126
13933 5 1 -1579490570
13934 6 1 -536161770
13935 7 1 -559610889
13936 8 1 168549065
13937 9 1 1029840252
13938 10 1 -1439448100
13939 11 1 911094218
13940 12 1 2619155246
13941 13 1 591069400
13942 14 1 -2353901146
13943 15 1 7382198458
13948 0 1 -3704029184
13949 1 1 850966184
13950 2 1 -195188056
13951 3 1 -626157311
13952 4 1 -4798722999
13953 5 1 1520259556
13954 6 1 -203068801
13955 7 1 -1999823534
13956 8 1 -1144503618
13957 9 1 -50684953
13958 10 1 1230345884
13959 11 1 -1819103181
13960 12 1 -383799680
13961 13 1 112445480
13962 14 1 2310246364
13963 15 1 2772805688
13968 0 1 -3458891776
13969 1 1 2078000193
13970 2 1 -1797511219
13971 3 1 -607381607
13972 4 1 -1960703505
13973 5 1 -3028608723
13974 6 1 4154272523
13975 7 1 670581135
13976 8 1 -2245860363
13977 9 1 -5948870737
13978 10 1 -602776677
13979 11 1 -550770224
13980 12 1 819204463
13981 13 1 3595557609
13982 14 1 3145099697
13983 15 1 -502771633
13988 0 1 -86343680
13989 1 1 -687552618
13990 2 1 -1162738988
13991 3 1 3466606988
13992 4 1 314015073
13993 5 1 1593742812
13994 6 1 -392554534
13995 7 1 -1268176466
13996 8 1 -2340692425
13997 9 1 269071824
13998 10 1 1624499484
13999 11 1 -1719969256
14000 12 1 -1016127739
14001 13 1 -1368141238
14002 14 1 -566420924
14003 15 1 2472467765
14008 0 1 2184216576
14009 1 1 1426398010
14010 2 1 -2097145514
14011 3 1 -798987446
14012 4 1 1923864737
14013 5 1 -2262281188
14014 6 1 -1383690382
14015 7 1 -568823535
14016 8 1 -852597938
14017 9 1 -1402206306
14018 10 1 -1467563599
14019 11 1 -986508001
14020 12 1 615925030
14021 13 1 -528345810
14022 14 1 550497382
14023 15 1 143496691
14028 0 1 2787508224
14029 1 1 565272825
14030 2 1 -520235646
14031 3 1 1018985219
14032 4 1 3551010334
14033 5 1 143480671
14034 6 1 -399022295
14035 7 1 -1782697248
14036 8 1 1719612078
14037 9 1 1522305152
14038 10 1 591669778
14039 11 1 345819978
14040 12 1 2569280174
14041 13 1 -2850800040
14042 14 1 -1164138425
14043 15 1 -687259641
14048 0 1 78938112
14049 1 1 -2527195243
14050 2 1 2729295337
14051 3 1 301325860
14052 4 1 1051354192
14053 5 1 -240561327
14054 6 1 325777142
14055 7 1 -682986133
14056 8 1 -694400069
14057 9 1 1152968949
14058 10 1 2637801
14059 11 1 -1630595527
14060 12 1 107732234
14061 13 1 3017960798
14062 14 1 -2423986853
14063 15 1 -1299484844
14068 0 1 1199013888
14069 1 1 -69669691
14070 2 1 -816929545
14071 3 1 -1630087521
14072 4 1 2097879565
14073 5 1 1396143879
14074 6 1 -484678695
14075 7 1 -470970444
14076 8 1 -2352044502
14077 9 1 -1424888961
14078 10 1 1102624409
14079 11 1 -484825900
14080 12 1 -1445601124
14081 13 1 2015116682
14082 14 1 -2835211048
14083 15 1 -423488665
14090 0 1 1992949760
14091 1 1 -1742777727
14092 2 1 857578192
14093 3 1 -466041234
14094 4 1 211140274
14095 5 1 2525252163
14096 6 1 1153221527
14097 7 1 -158862087
14098 8 1 -942650966
14099 9 1 -1523189571
14100 10 1 2071057960
14101 11 1 -578811703
14102 12 1 -2755756824
14103 13 1 1413196639
14104 14 1 2021811451
14105 15 1 -2852519623
14110 0 1 3034939392
14111 1 1 -487493743
14112 2 1 -1084283099
14113 3 1 271669585
14114 4 1 -2411170955
14115 5 1 659697837
14116 6 1 -2886068056
14117 7 1 -1944619220
14118 8 1 -718310319
14119 9 1 3099004118
14120 10 1 -2714166986
14121 11 1 1283257049
14122 12 1 -475021286
14123 13 1 -1378205391
14124 14 1 2383713541
14125 15 1 2726150309
14130 0 1 268632064
14131 1 1 4674469510
14132 2 1 -2704528855
14133 3 1 -922764279
14134 4 1 -2958742136
14135 5 1 -672390452
14136 6 1 -497869919
14137 7 1 -2275258213
14138 8 1 -2003901767
14139 9 1 -642390195
14140 10 1 -1935731480
14141 11 1 -471466578
14142 12 1 231316283
14143 13 1 -962614266
14144 14 1 2351885600
14145 15 1 1407045364
14150 0 1 1302659072
14151 1 1 972794189
14152 2 1 -3098580881
14153 3 1 1983811392
14154 4 1 -382832823
14155 5 1 696344330
14156 6 1 -1049825145
14157 7 1 -1066502965
14158 8 1 -2646540132
14159 9 1 -33638018
14160 10 1 -720572198
14161 11 1 -1349623348
14162 12 1 3511284782
14163 13 1 641945928
14164 14 1 5046149878
14165 15 1 1503012552
14170 0 1 3897720832
14171 1 1 1118568010
14172 2 1 -1900879626
14173 3 1 3108717824
14174 4 1 -1318588596
14175 5 1 1106783242
14176 6 1 678617442
14177 7 1 -3853865430
14178 8 1 -3200163760
14179 9 1 406548885
14180 10 1 1160432892
14181 11 1 2169317426
14182 12 1 -2922851634
14183 13 1 -375894033
14184 14 1 -2388842652
14185 15 1 146410770
14190 0 1 3168894976
14191 1 1 -1947297211
14192 2 1 -827815987
14193 3 1 1451712976
14194 4 1 -2475260356
14195 5 1 2787350126
14196 6 1 574154117
14197 7 1 -763156223
14198 8 1 912607806
14199 9 1 -2090949073
14200 10 1 1711874629
14201 11 1 -322028134
14202 12 1 -1408117909
14203 13 1 -469528512
14204 14 1 -1501353868
14205 15 1 1123956432
14210 0 1 1358692352
14211 1 1 -2922273262
14212 2 1 1105535975
14213 3 1 709237859
14214 4 1 -2100216150
14215 5 1 -2807626710
14216 6 1 -2216812002
14217 7 1 -868517136
14218 8 1 -877616300
14219 9 1 -379322527
14220 10 1 -452517989
14221 11 1 -2255601488
14222 12 1 1598137462
14223 13 1 703514177
14224 14 1 3270872428
14225 15 1 -158819281
14230 0 1 1472331776
14231 1 1 3756773594
14232 2 1 -2233802400
14233 3 1 1133411020
14234 4 1 1119074729
14235 5 1 358977279
14236 6 1 -2071677045
14237 7 1 -3244152110
14238 8 1 1064321150
14239 9 1 -148769810
14240 10 1 -931905803
14241 11 1 -2275578215
14242 12 1 700987029
14243 13 1 -2154877460
14244 14 1 -76885069
14245 15 1 2007519948
14250 0 1 551714816
14251 1 1 673735548
14252 2 1 1929517412
14253 3 1 -322916929
14254 4 1 620745776
14255 5 1 934463853
14256 6 1 1164632566
14257 7 1 1292452486
14258 8 1 1170010544
14259 9 1 2387664288
14260 10 1 984940501
14261 11 1 -463324051
14262 12 1 1988553842
14263 13 1 -145724223
14264 14 1 475487227
14265 15 1 1360861430
14270 0 1 765591552
14271 1 1 1999748563
14272 2 1 888105845
14273 3 1 -4055634774
14274 4 1 -667468041
14275 5 1 372475070
14276 6 1 4276817136
14277 7 1 2264926988
14278 8 1 48722794
14279 9 1 -1751104097
14280 10 1 882479933
14281 11 1 3942986613
14282 12 1 -1973741608
14283 13 1 123668221
14284 14 1 -671446944
14285 15 1 -194222741
14290 0 1 -2852978688
14291 1 1 -303715321
14292 2 1 195881314
14293 3 1 -2440466584
14294 4 1 -196272404
14295 5 1 869811409
14296 6 1 3251459779
14297 7 1 5422248702
14298 8 1 -31781621
14299 9 1 636686277
14300 10 1 924197825
14301 11 1 711518852
14302 12 1 1794424310
14303 13 1 -1200423748
14304 14 1 1826500277
14305 15 1 -1003132662
14310 0 1 -708214784
14311 1 1 2071891304
14312 2 1 -322187110
14313 3 1 -552241774
14314 4 1 2587666808
14315 5 1 -1823406316
14316 6 1 -693849043
14317 7 1 1727276829
14318 8 1 1498792017
14319 9 1 -270311753
14320 10 1 672453465
14321 11 1 -902529165
14322 12 1 -1514219776
14323 13 1 -353346807
14324 14 1 -207579625
14325 15 1 -3422103150
14330 0 1 -1488158720
14331 1 1 -1720596583
14332 2 1 2911029116
14333 3 1 -1633906709
14334 4 1 3580466459
14335 5 1 -1504509103
14336 6 1 691277547
14337 7 1 1622752005
14338 8 1 1504848399
14339 9 1 661462665
14340 10 1 -2809844080
14341 11 1 682033877
14342 12 1 1835817133
14343 13 1 -889597651
14344 14 1 -815248507
14345 15 1 -2274881338
14350 0 1 -1445527552
14351 1 1 -4198622959
14352 2 1 2464304698
14353 3 1 1656070135
14354 4 1 -5274011
14355 5 1 -1362556947
14356 6 1 -1307343742
14357 7 1 340626713
14358 8 1 -2115357944
14359 9 1 2466429181
14360 10 1 -318853882
14361 11 1 490721054
14362 12 1 1078458706
14363 13 1 2878951093
14364 14 1 804153897
14365 15 1 -2145407370
14370 0 1 -6541934592
14371 1 1 1122554800
14372 2 1 -72914519
14373 3 1 -136930023
14374 4 1 -1101024466
14375 5 1 -3172894272
14376 6 1 1182077059
14377 7 1 -2995289278
14378 8 1 -532334414
14379 9 1 -4311486590
14380 10 1 -1481787599
14381 11 1 101998407
14382 12 1 -2907019725
14383 13 1 210150065
14384 14 1 2274403918
14385 15 1 -1046460607
14390 0 1 -4310040576
14391 1 1 -1372845005
14392 2 1 -3025308723
14393 3 1 3053358335
14394 4 1 334479758
14395 5 1 1937660835
14396 6 1 -2357758733
14397 7 1 -1703224871
14398 8 1 -661844543
14399 9 1 2679776299
14400 10 1 1081917051
14401 11 1 736868498
14402 12 1 784851318
14403 13 1 -2942374655
14404 14 1 682075748
14405 15 1 2487689931
14410 0 1 -1740144640
