# cycle och pass data
4940 1 0 1267668773
4941 2 0 -268150765
4942 3 0 -1753565945
4943 4 0 -661068931
4944 5 0 549721792
4945 6 0 1297912880
4946 7 0 49340859
4947 8 0 2232269126
4948 9 0 1222992624
4949 10 0 2275510257
4950 11 0 3018880905
4951 12 0 1861225894
4952 13 0 -1385319087
4953 14 0 715177286
4954 15 0 604447482
4959 0 0 4893442048
4960 1 0 1864883876
4961 2 0 -1625625630
4962 3 0 1513382123
4963 4 0 160211182
4964 5 0 92625896
4965 6 0 -1070820078
4966 7 0 -3359716879
4967 8 0 1400825080
4968 9 0 -362192391
4969 10 0 2185793533
4970 11 0 -929503086
4971 12 0 -1451977983
4972 13 0 1222873253
4973 14 0 -82675531
4974 15 0 185234127
4979 0 0 7488700416
4980 1 0 55786606
4981 2 0 2224270714
4982 3 0 1194354908
4983 4 0 2788810160
4984 5 0 -2341903780
4985 6 0 27759456
4986 7 0 -2911543636
4987 8 0 2981309049
4988 9 0 -2341582828
4989 10 0 -1280420186
4990 11 0 -1712111411
4991 12 0 -951667422
4992 13 0 483469754
4993 14 0 -856203071
4994 15 0 277202788
4999 0 0 8785526784
5000 1 0 975540911
5001 2 0 2585577250
5002 3 0 4535163016
5003 4 0 1302601716
5004 5 0 -908314547
5005 6 0 -488000836
5006 7 0 -2941161969
5007 8 0 826593256
5008 9 0 807678098
5009 10 0 1814063340
5010 11 0 -377822282
5011 12 0 -1399127529
5012 13 0 -989061367
5013 14 0 -1013370143
5014 15 0 2999994711
5019 0 0 8468496384
5020 1 0 954282236
5021 2 0 2760012181
5022 3 0 1232702622
5023 4 0 2344392639
5024 5 0 -1202566980
5025 6 0 122630021
5026 7 0 -2733892795
5027 8 0 -297387270
5028 9 0 -611876862
5029 10 0 4569738654
5030 11 0 1470388817
5031 12 0 -923448782
5032 13 0 569511413
5033 14 0 -1386511420
5034 15 0 -2016185272
5039 0 0 2075164672
5040 1 0 2812990097
5041 2 0 -962822163
5042 3 0 2861968957
5043 4 0 1048789184
5044 5 0 -1270175485
5045 6 0 156755810
5046 7 0 -2974792752
5047 8 0 -1882698098
5048 9 0 2429654302
5049 10 0 3852445814
5050 11 0 1261988837
5051 12 0 326170070
5052 13 0 4813744
5053 14 0 -13563954
5054 15 0 -2056794127
5059 0 0 -3448864768
5060 1 0 3214772050
5061 2 0 -1813824564
5062 3 0 -4209259513
5063 4 0 -1444240123
5064 5 0 -2004727792
5065 6 0 -1794458059
5066 7 0 2228023183
5067 8 0 410613527
5068 9 0 -1130534220
5069 10 0 615074548
5070 11 0 289201176
5071 12 0 78440771
5072 13 0 -869602635
5073 14 0 193908142
5074 15 0 -2978963755
5079 0 0 -4870438912
5080 1 0 451116242
5081 2 0 -1884592042
5082 3 0 -2091426640
5083 4 0 358000467
5084 5 0 850222414
5085 6 0 3200292774
5086 7 0 1115838624
5087 8 0 774447893
5088 9 0 1519661804
5089 10 0 -2309855580
5090 11 0 -905870537
5091 12 0 351233163
5092 13 0 1060344452
5093 14 0 -1670584522
5094 15 0 1807630792
5099 0 0 -2835709952
5100 1 0 -75177975
5101 2 0 2255597290
5102 3 0 -2224676512
5103 4 0 -3489342666
5104 5 0 525796607
5105 6 0 -1718539152
5106 7 0 790388858
5107 8 0 346524211
5108 9 0 -672928521
5109 10 0 -6168457226
5110 11 0 -1141085673
5111 12 0 678512269
5112 13 0 -2772557752
5113 14 0 2235554425
5114 15 0 -60081900
5119 0 0 2339569664
5120 1 0 -1357043435
5121 2 0 -926910684
5122 3 0 -59050052
5123 4 0 1116311234
5124 5 0 856921542
5125 6 0 111300868
5126 7 0 -1648777841
5127 8 0 1478881820
5128 9 0 -198111897
5129 10 0 1579658992
5130 11 0 -1485789277
5131 12 0 -855205158
5132 13 0 363214671
5133 14 0 -2933685639
5134 15 0 1381108225
5139 0 0 3261562880
5140 1 0 -1187699139
5141 2 0 694243244
5142 3 0 4167962256
5143 4 0 1137665570
5144 5 0 -1058791243
5145 6 0 130396868
5146 7 0 -1105500754
5147 8 0 620117094
5148 9 0 -342233826
5149 10 0 -4514188760
5150 11 0 -4270505560
5151 12 0 -1675669385
5152 13 0 -2048992281
5153 14 0 -169711149
5154 15 0 -272824520
5159 0 0 2481356800
5160 1 0 -509306024
5161 2 0 2126165133
5162 3 0 -223595899
5163 4 0 2093474803
5164 5 0 -418732943
5165 6 0 502895479
5166 7 0 112952611
5167 8 0 780442796
5168 9 0 -1918360361
5169 10 0 516431699
5170 11 0 269840324
5171 12 0 -1056283868
5172 13 0 -1570074746
5173 14 0 -1284620689
5174 15 0 865557149
5179 0 0 1521811456
5180 1 0 3415781316
5181 2 0 1764467698
5182 3 0 925991562
5183 4 0 -753677379
5184 5 0 2172866957
5185 6 0 2248230641
5186 7 0 86072525
5187 8 0 -616926008
5188 9 0 310497688
5189 10 0 -1139249256
5190 11 0 1023832728
5191 12 0 -529848236
5192 13 0 -255537212
5193 14 0 113205152
5194 15 0 4154752095
5199 0 0 -2262204416
5200 1 0 -1240031975
5201 2 0 1191721724
5202 3 0 -572909946
5203 4 0 -399801633
5204 5 0 -790580643
5205 6 0 -614860987
5206 7 0 -231253008
5207 8 0 -2000056513
5208 9 0 1164545810
5209 10 0 -2057218691
5210 11 0 -624249510
5211 12 0 64256986
5212 13 0 -747466513
5213 14 0 -3057899444
5214 15 0 -3241928052
5219 0 0 -4087513088
5220 1 0 1908462117
5221 2 0 -1678203132
5222 3 0 -931337551
5223 4 0 -2610002486
5224 5 0 1739026967
5225 6 0 -2223048649
5226 7 0 4361586525
5227 8 0 1802070180
5228 9 0 -1314647309
5229 10 0 71175863
5230 11 0 -205467994
5231 12 0 -2297940354
5232 13 0 -934191504
5233 14 0 -1854415369
5234 15 0 -498473557
5239 0 0 -6075187200
5240 1 0 -888287733
5241 2 0 -375675883
5242 3 0 276676835
5243 4 0 2300811612
5244 5 0 -1057475993
5245 6 0 1946858439
5246 7 0 1831078183
5247 8 0 -873598577
5248 9 0 1277270095
5249 10 0 -2812484454
5250 11 0 -306640199
5251 12 0 92304599
5252 13 0 -1631812584
5253 14 0 -138659422
5254 15 0 1022354979
5259 0 0 -2070970368
5260 1 0 -42315878
5261 2 0 -442744838
5262 3 0 -1870238382
5263 4 0 -1550772865
5264 5 0 1076242671
5265 6 0 -556813578
5266 7 0 3044057169
5267 8 0 1846429247
5268 9 0 639182148
5269 10 0 -423246333
5270 11 0 1061218111
5271 12 0 2168520578
5272 13 0 -1540455493
5273 14 0 -1476221127
5274 15 0 1972930491
5279 0 0 3217555456
5280 1 0 -577237656
5281 2 0 -2415499556
5282 3 0 1126708739
5283 4 0 566472096
5284 5 0 697778088
5285 6 0 2033725396
5286 7 0 -2332786153
5287 8 0 -764497410
5288 9 0 930008811
5289 10 0 999911427
5290 11 0 -96124628
5291 12 0 314703575
5292 13 0 1424512415
5293 14 0 -1861328577
5294 15 0 -1826259726
5299 0 0 3734765568
5300 1 0 -787175859
5301 2 0 895110916
5302 3 0 -1141167446
5303 4 0 -1739772246
5304 5 0 -1393143453
5305 6 0 -3304440073
5306 7 0 -590278562
5307 8 0 -525433170
5308 9 0 1729995314
5309 10 0 1923242254
5310 11 0 -2974501257
5311 12 0 2480834458
5312 13 0 1673171703
5313 14 0 734613484
5314 15 0 699508156
5319 0 0 772866048
5320 1 0 938725533
5321 2 0 1752323018
5322 3 0 -2080775486
5323 4 0 -2901383
5324 5 0 930121962
5325 6 0 851312214
5326 7 0 723187517
5327 8 0 1041097700
5328 9 0 -2162382853
5329 10 0 84419677
5330 11 0 1147715701
5331 12 0 -1444880082
5332 13 0 101220344
5333 14 0 1700379005
5334 15 0 -3404682489
5339 0 0 -809205760
5340 1 0 2245845136
5341 2 0 1027524126
5342 3 0 -503261001
5343 4 0 306219039
5344 5 0 403660343
5345 6 0 406431924
5346 7 0 -944929444
5347 8 0 1605004268
5348 9 0 -1978535054
5349 10 0 -885797513
5350 11 0 956830115
5351 12 0 354745420
5352 13 0 820125595
5353 14 0 2062746224
5354 15 0 1344122335
5361 0 0 -6840877056
5362 1 0 -3113654495
5363 2 0 -3230503256
5364 3 0 1634637621
5365 4 0 -788713595
5366 5 0 2129816122
5367 6 0 -2552701537
5368 7 0 3253393631
5369 8 0 970950754
5370 9 0 -107387507
5371 10 0 503620312
5372 11 0 1951483048
5373 12 0 854593584
5374 13 0 1036076280
5375 14 0 1230112830
5376 15 0 2727557277
5381 0 0 -184647680
5382 1 0 -2178642535
5383 2 0 301364976
5384 3 0 1537190096
5385 4 0 2955103152
5386 5 0 -2972979112
5387 6 0 -609339331
5388 7 0 52339885
5389 8 0 -1088665734
5390 9 0 2378506836
5391 10 0 5106013752
5392 11 0 433304748
5393 12 0 2357382572
5394 13 0 3780873368
5395 14 0 3817143059
5396 15 0 897272457
5401 0 0 1620639744
5402 1 0 1340126923
5403 2 0 710979328
5404 3 0 2591139133
5405 4 0 2108275175
5406 5 0 -683635768
5407 6 0 -1103058887
5408 7 0 -2636962601
5409 8 0 -302582084
5410 9 0 -287282209
5411 10 0 2307873241
5412 11 0 1987534481
5413 12 0 768977160
5414 13 0 2917209
5415 14 0 513920654
5416 15 0 -1203475214
5421 0 0 2567602176
5422 1 0 -67385588
5423 2 0 276267343
5424 3 0 429290230
5425 4 0 1716819275
5426 5 0 -2807601418
5427 6 0 665560284
5428 7 0 -665807690
5429 8 0 2595430090
5430 9 0 152832469
5431 10 0 1704879333
5432 11 0 -2974736115
5433 12 0 -1066294900
5434 13 0 3625132911
5435 14 0 -357975168
5436 15 0 -1769104905
5441 0 0 3338665984
5442 1 0 815835699
5443 2 0 1926548576
5444 3 0 625863824
5445 4 0 -172096434
5446 5 0 -1201772366
5447 6 0 -4269151842
5448 7 0 -1168514784
5449 8 0 180731768
5450 9 0 -1095140562
5451 10 0 107429726
5452 11 0 -3591218372
5453 12 0 1122786382
5454 13 0 1227928340
5455 14 0 1393763410
5456 15 0 1865828784
5461 0 0 7659520000
5462 1 0 -701284358
5463 2 0 2587763506
5464 3 0 -580721729
5465 4 0 1847839611
5466 5 0 -987230342
5467 6 0 -643215778
5468 7 0 -1786090966
5469 8 0 2369181061
5470 9 0 2207206869
5471 10 0 1886734536
5472 11 0 159046063
5473 12 0 -1306338677
5474 13 0 -117053815
5475 14 0 -1389448509
5476 15 0 469988902
5481 0 0 7366213632
5482 1 0 -826491167
5483 2 0 1709048756
5484 3 0 3677407214
5485 4 0 -314376237
5486 5 0 -537485589
5487 6 0 102119615
5488 7 0 -1478231087
5489 8 0 -2708206814
5490 9 0 -2157475513
5491 10 0 2989674863
5492 11 0 723458252
5493 12 0 932552825
5494 13 0 -498216413
5495 14 0 -1469856607
5496 15 0 -1071376283
5501 0 0 4314267648
5502 1 0 802726745
5503 2 0 -925858974
5504 3 0 1406357527
5505 4 0 1808411683
5506 5 0 -1160693183
5507 6 0 1637288738
5508 7 0 -2560634641
5509 8 0 -1295516373
5510 9 0 2082640285
5511 10 0 3782262952
5512 11 0 1379478785
5513 12 0 -554044125
5514 13 0 359226009
5515 14 0 -1282889
5516 15 0 -2415336886
5521 0 0 -562757632
5522 1 0 3819752462
5523 2 0 -1342679319
5524 3 0 -1982897534
5525 4 0 -1158565973
5526 5 0 -736546177
5527 6 0 1519995493
5528 7 0 -447663596
5529 8 0 622515003
5530 9 0 -1346630801
5531 10 0 -719691435
5532 11 0 38080839
5533 12 0 617033154
5534 13 0 -1106647633
5535 14 0 -150915702
5536 15 0 -68633889
5541 0 0 -4606689280
5542 1 0 1147096990
5543 2 0 717226142
5544 3 0 -1813688935
5545 4 0 -1451202967
5546 5 0 1137462528
5547 6 0 2981829308
5548 7 0 549075523
5549 8 0 -420996371
5550 9 0 -701162952
5551 10 0 -4885490475
5552 11 0 -1021837271
5553 12 0 -1949693812
5554 13 0 -3431053833
5555 14 0 -1312261707
5556 15 0 -1601505933
5561 0 0 -2989457408
5562 1 0 -1849338700
5563 2 0 -1884086949
5564 3 0 -1809195239
5565 4 0 533680594
5566 5 0 648942625
5567 6 0 -2524419946
5568 7 0 454114992
5569 8 0 2818910460
5570 9 0 3172070910
5571 10 0 -1412048481
5572 11 0 -4538938924
5573 12 0 2356150370
5574 13 0 1826813664
5575 14 0 -1486440734
5576 15 0 189744966
5581 0 0 -1922990080
5582 1 0 -372750225
5583 2 0 524974911
5584 3 0 424310478
5585 4 0 344286503
5586 5 0 2549915169
5587 6 0 1086643272
5588 7 0 1615633267
5589 8 0 4697005251
5590 9 0 -3244796539
5591 10 0 -920601008
5592 11 0 1549793274
5593 12 0 -2755122162
5594 13 0 -1447951101
5595 14 0 -99400652
5596 15 0 2846156324
5601 0 0 3925966848
5602 1 0 -3279479090
5603 2 0 3042967068
5604 3 0 890105210
5605 4 0 1383406758
5606 5 0 -2555069592
5607 6 0 -431699581
5608 7 0 -389054318
5609 8 0 -710460072
5610 9 0 1351325936
5611 10 0 651487864
5612 11 0 -5366236646
5613 12 0 -777153541
5614 13 0 3443991820
5615 14 0 1516151453
5616 15 0 2475512128
5621 0 0 6168805376
5622 1 0 -241980917
5623 2 0 1685787200
5624 3 0 -588328956
5625 4 0 -584835631
5626 5 0 1343487904
5627 6 0 -1849548171
5628 7 0 -543106161
5629 8 0 90382672
5630 9 0 292118447
5631 10 0 2648481541
5632 11 0 2078252446
5633 12 0 -574265729
5634 13 0 -1085699243
5635 14 0 -1743861486
5636 15 0 -2012756694
5641 0 0 3053322240
5642 1 0 21225110
5643 2 0 453262713
5644 3 0 4689657034
5645 4 0 -329165815
5646 5 0 917402086
5647 6 0 75801822
5648 7 0 -3279046685
5649 8 0 -2713005439
5650 9 0 3541953929
5651 10 0 2998997660
5652 11 0 -395089105
5653 12 0 -1041116887
5654 13 0 -928618362
5655 14 0 -137044067
5656 15 0 371317132
5661 0 0 -281640960
5662 1 0 -425790922
5663 2 0 -1315725536
5664 3 0 -134285562
5665 4 0 2519859331
5666 5 0 -2781854256
5667 6 0 -1028019054
5668 7 0 799583198
5669 8 0 1952455558
5670 9 0 -1196375367
5671 10 0 1424961080
5672 11 0 177250826
5673 12 0 1001715828
5674 13 0 -1688318091
5675 14 0 524998928
5676 15 0 -4191899542
5681 0 0 -4086595584
5682 1 0 389933426
5683 2 0 -2586832444
5684 3 0 -1765274825
5685 4 0 139737901
5686 5 0 383126113
5687 6 0 164261559
5688 7 0 3372259682
5689 8 0 1185324685
5690 9 0 -1757334235
5691 10 0 4759647273
5692 11 0 3490002246
5693 12 0 388005728
5694 13 0 -2189170044
5695 14 0 2618215755
5696 15 0 1895627314
5701 0 0 -3960209408
5702 1 0 -2015569174
5703 2 0 534471253
5704 3 0 -1450001147
5705 4 0 66575375
5706 5 0 -474140178
5707 6 0 3640940253
5708 7 0 -82154044
5709 8 0 -5921682697
5710 9 0 -1897179287
5711 10 0 -3238542370
5712 11 0 1300075948
5713 12 0 608910246
5714 13 0 -1223455033
5715 14 0 1474345028
5716 15 0 -764490229
5721 0 0 -5061935104
5722 1 0 -2151705143
5723 2 0 444340216
5724 3 0 1230648679
5725 4 0 -853464665
5726 5 0 2372953192
5727 6 0 1658319230
5728 7 0 1409482331
5729 8 0 -1936959064
5730 9 0 384304508
5731 10 0 -2143137559
5732 11 0 1651916244
5733 12 0 1929737612
5734 13 0 -9170117
5735 14 0 -339331660
5736 15 0 544124707
5741 0 0 -3201990656
5742 1 0 -1082376144
5743 2 0 -3068627875
5744 3 0 1696157871
5745 4 0 1433626287
5746 5 0 1085891007
5747 6 0 225163686
5748 7 0 -558798402
5749 8 0 584110839
5750 9 0 589026524
5751 10 0 311896805
5752 11 0 -90566527
5753 12 0 1045024446
5754 13 0 959015991
5755 14 0 964504320
5756 15 0 -459634954
5761 0 0 -1782972416
5762 1 0 1892453344
5763 2 0 -2276849528
5764 3 0 115370193
5765 4 0 1750750339
5766 5 0 -2236171187
5767 6 0 1388802862
5768 7 0 788488312
5769 8 0 579034451
5770 9 0 -836823074
5771 10 0 -64070712
5772 11 0 -225000307
5773 12 0 2112332414
5774 13 0 -2045709883
5775 14 0 -1288203627
5776 15 0 -1901634678
5781 0 0 1604419584
5782 1 0 2870739911
5783 2 0 -686545814
5784 3 0 -2886424765
5785 4 0 -971360334
5786 5 0 101954261
5787 6 0 -3150823675
5788 7 0 704635903
5789 8 0 3106338549
5790 9 0 1536664521
5791 10 0 986129509
5792 11 0 1399069757
5793 12 0 60566615
5794 13 0 -503061890
5795 14 0 68844498
5796 15 0 274340520
5801 0 0 -790855680
5802 1 0 94973807
5803 2 0 -477404634
5804 3 0 -2515979201
5805 4 0 -2265035580
5806 5 0 -1365916262
5807 6 0 3020842914
5808 7 0 2359014311
5809 8 0 -630093039
5810 9 0 -3075125725
5811 10 0 -3292237313
5812 11 0 -1680259150
5813 12 0 -3006974924
5814 13 0 -958507667
5815 14 0 -3566367784
5816 15 0 -532985530
5821 0 0 -353599488
5822 1 0 -1363641128
5823 2 0 3086157050
5824 3 0 4533722662
5825 4 0 1125696072
5826 5 0 464510836
5827 6 0 -728986070
5828 7 0 332701057
5829 8 0 1157684827
5830 9 0 2192040331
5831 10 0 -5001988755
5832 11 0 -3276990185
5833 12 0 -1602845407
5834 13 0 -471013649
5835 14 0 -455443173
5836 15 0 2244439932
5843 0 0 -172687360
5844 1 0 -1689245759
5845 2 0 -390234916
5846 3 0 -488358943
5847 4 0 890854031
5848 5 0 1198148990
5849 6 0 -1236605348
5850 7 0 -1866605255
5851 8 0 -1773336451
5852 9 0 2339588359
5853 10 0 -914706826
5854 11 0 1036119518
5855 12 0 1597027996
5856 13 0 1819366889
5857 14 0 1596886940
5858 15 0 -1328998534
5863 0 0 -1431732224
5864 1 0 2450458628
5865 2 0 -4060277942
5866 3 0 -32870874
5867 4 0 -3347344588
5868 5 0 -797977360
5869 6 0 -582251900
5870 7 0 1058954271
5871 8 0 -357886921
5872 9 0 2222608363
5873 10 0 -533984063
5874 11 0 -66343554
5875 12 0 499297108
5876 13 0 -208476815
5877 14 0 1661417296
5878 15 0 -516941775
5883 0 0 -324927488
5884 1 0 1979397423
5885 2 0 -2734624833
5886 3 0 -4281918064
5887 4 0 -546465670
5888 5 0 -1854581092
5889 6 0 -3061708002
5890 7 0 1494874978
5891 8 0 2161483015
5892 9 0 476079313
5893 10 0 715980818
5894 11 0 1211648102
5895 12 0 172298905
5896 13 0 -175090166
5897 14 0 1173474541
5898 15 0 -1100128177
5903 0 0 1952874496
5904 1 0 1714730277
5905 2 0 -3046850897
5906 3 0 -412170261
5907 4 0 -45776115
5908 5 0 -1412063007
5909 6 0 952779634
5910 7 0 675299066
5911 8 0 1516605633
5912 9 0 955864767
5913 10 0 -1889581786
5914 11 0 -536618799
5915 12 0 769472860
5916 13 0 -109579934
5917 14 0 -1396081357
5918 15 0 1000087223
5923 0 0 3071344640
5924 1 0 -1431558964
5925 2 0 3464714985
5926 3 0 633710136
5927 4 0 -1491545198
5928 5 0 -347632956
5929 6 0 505709945
5930 7 0 543067415
5931 8 0 -2014475881
5932 9 0 -97756030
5933 10 0 -2820971012
5934 11 0 -1022055741
5935 12 0 -818426094
5936 13 0 -2328493957
5937 14 0 -3019800814
5938 15 0 792311526
5943 0 0 5780504576
5944 1 0 -3175599241
5945 2 0 2698090319
5946 3 0 2982111557
5947 4 0 1802387131
5948 5 0 1850059759
5949 6 0 -759393034
5950 7 0 -1320841369
5951 8 0 1392099733
5952 9 0 2808126959
5953 10 0 879887002
5954 11 0 -4383485910
5955 12 0 -299526710
5956 13 0 4100439057
5957 14 0 -526910952
5958 15 0 1983172132
5963 0 0 829227008
5964 1 0 601160534
5965 2 0 1541275040
5966 3 0 -2461859917
5967 4 0 -421620664
5968 5 0 -676574539
5969 6 0 2357524549
5970 7 0 2363525695
5971 8 0 416511348
5972 9 0 -3559231107
5973 10 0 1373681181
5974 11 0 3452873123
5975 12 0 -412496702
5976 13 0 -4277857460
5977 14 0 -53387780
5978 15 0 -3141470417
5983 0 0 968392704
5984 1 0 2597177565
5985 2 0 -1687053231
5986 3 0 1047430390
5987 4 0 -942484647
5988 5 0 1738640727
5989 6 0 257975580
5990 7 0 -2309186095
5991 8 0 -1050009265
5992 9 0 2067492954
5993 10 0 3123444716
5994 11 0 929629683
5995 12 0 1082266913
5996 13 0 2442811011
5997 14 0 732671042
5998 15 0 229776923
6003 0 0 -633438208
6004 1 0 1260876015
6005 2 0 -3217538511
6006 3 0 -638124390
6007 4 0 483677498
6008 5 0 -1906666491
6009 6 0 -2049687969
6010 7 0 -1561425513
6011 8 0 3049512263
6012 9 0 71919351
6013 10 0 -557509619
6014 11 0 -656863957
6015 12 0 540269297
6016 13 0 812789052
6017 14 0 159476327
6018 15 0 -1450927072
6023 0 0 -1910898688
6024 1 0 -709010363
6025 2 0 -1283284208
6026 3 0 -496556268
6027 4 0 775928042
6028 5 0 -2670570235
6029 6 0 1033716494
6030 7 0 2005821009
6031 8 0 1666635093
6032 9 0 -1079537879
6033 10 0 2371940418
6034 11 0 186734275
6035 12 0 -209961969
6036 13 0 568040084
6037 14 0 -709092286
6038 15 0 -1400570953
6043 0 0 -264437760
6044 1 0 -290218928
6045 2 0 -851940147
6046 3 0 1137753077
6047 4 0 1745404377
6048 5 0 -1418239382
6049 6 0 -3664182614
6050 7 0 -50136191
6051 8 0 -225090318
6052 9 0 3719391240
6053 10 0 3686735604
6054 11 0 -1392881548
6055 12 0 -207870870
6056 13 0 3751671223
6057 14 0 3787663782
6058 15 0 817922354
6063 0 0 144900096
6064 1 0 -3314782842
6065 2 0 -2069871817
6066 3 0 -1341319124
6067 4 0 2337521263
6068 5 0 -3511532581
6069 6 0 -1051948321
6070 7 0 1426083509
6071 8 0 678362087
6072 9 0 344090001
6073 10 0 2244768199
6074 11 0 583043594
6075 12 0 1836656136
6076 13 0 2062702246
6077 14 0 -379715466
6078 15 0 -2269050077
6083 0 0 5685641216
6084 1 0 -1114175098
6085 2 0 -682058626
6086 3 0 3208121274
6087 4 0 232628498
6088 5 0 -1947951526
6089 6 0 -2351331801
6090 7 0 1195317818
6091 8 0 800028793
6092 9 0 2293561775
6093 10 0 5272524954
6094 11 0 166516144
6095 12 0 1353369994
6096 13 0 2942340742
6097 14 0 561872580
6098 15 0 2178404838
6103 0 0 4343660544
6104 1 0 -2010407255
6105 2 0 583042389
6106 3 0 1926486455
6107 4 0 3821586696
6108 5 0 -3444515428
6109 6 0 1877810806
6110 7 0 -71736453
6111 8 0 -55975079
6112 9 0 -423451137
6113 10 0 5002956240
6114 11 0 1906936764
6115 12 0 -706510333
6116 13 0 2084152506
6117 14 0 892662648
6118 15 0 -4083026556
6123 0 0 1237483520
6124 1 0 1786329758
6125 2 0 485809791
6126 3 0 -234304454
6127 4 0 -621634368
6128 5 0 -1270231170
6129 6 0 -2080628754
6130 7 0 1099447768
6131 8 0 -211890447
6132 9 0 -1779834270
6133 10 0 3969976638
6134 11 0 1608246845
6135 12 0 2022671488
6136 13 0 2621114527
6137 14 0 2781859836
6138 15 0 1795496628
6143 0 0 -2230353920
6144 1 0 687454919
6145 2 0 1340764449
6146 3 0 -2196966321
6147 4 0 -631119875
6148 5 0 7618114
6149 6 0 2472392192
6150 7 0 1625287329
6151 8 0 -697718148
6152 9 0 -1586209731
6153 10 0 1737398006
6154 11 0 4528101529
6155 12 0 -1746475188
6156 13 0 2276022316
6157 14 0 3287183325
6158 15 0 -1712599595
6163 0 0 -70778880
6164 1 0 155083419
6165 2 0 -2018354610
6166 3 0 -1185507995
6167 4 0 -3008884902
6168 5 0 276454469
6169 6 0 -2155711132
6170 7 0 -4514505173
6171 8 0 -2438106443
6172 9 0 2710814012
6173 10 0 -872589749
6174 11 0 -3025921243
6175 12 0 1132891508
6176 13 0 5585765614
6177 14 0 3068285949
6178 15 0 1915517620
6183 0 0 -1105821696
6184 1 0 694251810
6185 2 0 2485904112
6186 3 0 -540653113
6187 4 0 -2336791187
6188 5 0 1468656000
6189 6 0 -912065264
6190 7 0 -1116064899
6191 8 0 499118638
6192 9 0 -3695045174
6193 10 0 -4148696969
6194 11 0 370480885
6195 12 0 -1675574527
6196 13 0 -1427502211
6197 14 0 1039916246
6198 15 0 662929046
6203 0 0 -4416143360
6204 1 0 -1392507525
6205 2 0 172794250
6206 3 0 -899892862
6207 4 0 202276278
6208 5 0 664463560
6209 6 0 1458687034
6210 7 0 973466311
6211 8 0 -2066461968
6212 9 0 720120196
6213 10 0 -450417790
6214 11 0 1172263745
6215 12 0 -1083084051
6216 13 0 393521542
6217 14 0 2341597852
6218 15 0 -1821291736
6223 0 0 -3530653696
6224 1 0 1616891627
6225 2 0 -3169529776
6226 3 0 -97433408
6227 4 0 -223598180
6228 5 0 1454123767
6229 6 0 -3803177688
6230 7 0 -1497674050
6231 8 0 -692905300
6232 9 0 1804637768
6233 10 0 1763965472
6234 11 0 1374835121
6235 12 0 2986440542
6236 13 0 3181703267
6237 14 0 3478986900
6238 15 0 1296170748
6243 0 0 -3040411648
6244 1 0 1165892615
6245 2 0 -461857162
6246 3 0 -2374513603
6247 4 0 -1072253126
6248 5 0 -1820208850
6249 6 0 975585673
6250 7 0 -593840937
6251 8 0 -1537384774
6252 9 0 324523860
6253 10 0 262227596
6254 11 0 2192351515
6255 12 0 1044259300
6256 13 0 -2421882671
6257 14 0 -79411329
6258 15 0 -2716893872
6263 0 0 1350565888
6264 1 0 956572004
6265 2 0 -2112390195
6266 3 0 2865816426
6267 4 0 341319166
6268 5 0 591654257
6269 6 0 -1003225580
6270 7 0 -2548041005
6271 8 0 -536343881
6272 9 0 2475925479
6273 10 0 -2097321997
6274 11 0 -4877635997
6275 12 0 -190107790
6276 13 0 656844259
6277 14 0 -1935449512
6278 15 0 -1017738553
6283 0 0 -661028864
6284 1 0 -3666531749
6285 2 0 579121198
6286 3 0 -3969545137
6287 4 0 1021693421
6288 5 0 -1403101002
6289 6 0 -1212692192
6290 7 0 2816801308
6291 8 0 3544597040
6292 9 0 -865830980
6293 10 0 -1391580061
6294 11 0 -1600664330
6295 12 0 1567750752
6296 13 0 -1428669193
6297 14 0 -768519369
6298 15 0 80764696
6303 0 0 2743992320
6304 1 0 -813277396
6305 2 0 424141063
6306 3 0 -618020262
6307 4 0 -885012886
6308 5 0 1301035966
6309 6 0 2303508616
6310 7 0 2811176002
6311 8 0 298105407
6312 9 0 -3992786024
6313 10 0 2838403643
6314 11 0 5200564671
6315 12 0 -80015649
6316 13 0 17648931
6317 14 0 1034034744
6318 15 0 1112351783
6325 0 0 1590362112
6326 1 0 3961064369
6327 2 0 -384612962
6328 3 0 1521105121
6329 4 0 1035804349
6330 5 0 1179745743
6331 6 0 -1457488835
6332 7 0 -1691729519
6333 8 0 679955385
6334 9 0 1933463159
6335 10 0 341750355
6336 11 0 2056391804
6337 12 0 -910745103
6338 13 0 -1987704622
6339 14 0 -1421864230
6340 15 0 -1541313405
6345 0 0 -2880667648
6346 1 0 2091237523
6347 2 0 -552351125
6348 3 0 -1763424184
6349 4 0 -1272275967
6350 5 0 178923244
6351 6 0 1757834111
6352 7 0 278910890
6353 8 0 -1086585994
6354 9 0 267426895
6355 10 0 -953744679
6356 11 0 442996312
6357 12 0 2045124152
6358 13 0 -1548382049
6359 14 0 -1653709795
6360 15 0 573327589
6365 0 0 -1800896512
6366 1 0 1972966325
6367 2 0 1451853720
6368 3 0 361169355
6369 4 0 -963513380
6370 5 0 2722171292
6371 6 0 184703108
6372 7 0 -2394489387
6373 8 0 200428080
6374 9 0 1220670893
6375 10 0 -3377423417
6376 11 0 -1918316595
6377 12 0 -405917853
6378 13 0 65367388
6379 14 0 1012675893
6380 15 0 2152462113
6385 0 0 1036517376
6386 1 0 1116089398
6387 2 0 -345307747
6388 3 0 -4317746641
6389 4 0 -476726254
6390 5 0 -1433174687
