cycle,pos,y,x,och,code,out_ch_done,python,diff
351,84,6,6,1,378,0,378,0
351,84,6,6,2,1194,0,1194,0
353,85,6,7,0,0,0,0,0
353,85,6,7,1,0,0,0,0
353,85,6,7,2,2776,0,2776,0
355,86,6,8,0,0,0,0,0
355,86,6,8,1,0,0,0,0
355,86,6,8,2,4293,0,4293,0
357,87,6,9,0,0,0,0,0
357,87,6,9,1,0,0,0,0
357,87,6,9,2,2584,0,2584,0
359,88,6,10,0,0,0,0,0
359,88,6,10,1,1253,0,1253,0
359,88,6,10,2,1406,0,1406,0
361,89,6,11,0,0,0,0,0
361,89,6,11,1,1681,0,1681,0
361,89,6,11,2,95,0,95,0
363,90,6,12,0,0,0,0,0
363,90,6,12,1,1681,0,1681,0
363,90,6,12,2,0,0,0,0
391,91,7,0,0,0,0,0,0
391,91,7,0,1,1681,0,1681,0
391,91,7,0,2,0,0,0,0
393,92,7,1,0,0,0,0,0
393,92,7,1,1,1681,0,1681,0
393,92,7,1,2,0,0,0,0
395,93,7,2,0,512,0,512,0
395,93,7,2,1,1647,0,1647,0
395,93,7,2,2,0,0,0,0
397,94,7,3,0,2771,0,2771,0
397,94,7,3,1,0,0,0,0
397,94,7,3,2,2749,0,2749,0
399,95,7,4,0,2082,0,2082,0
399,95,7,4,1,0,0,0,0
399,95,7,4,2,6008,0,6008,0
401,96,7,5,0,0,0,0,0
401,96,7,5,1,0,0,0,0
401,96,7,5,2,4531,0,4531,0
403,97,7,6,0,2834,0,2834,0
403,97,7,6,1,0,0,0,0
403,97,7,6,2,2923,0,2923,0
405,98,7,7,0,2915,0,2915,0
405,98,7,7,1,0,0,0,0
405,98,7,7,2,6357,0,6357,0
407,99,7,8,0,2972,0,2972,0
407,99,7,8,1,0,0,0,0
407,99,7,8,2,6418,0,6418,0
409,100,7,9,0,2747,0,2747,0
409,100,7,9,1,0,0,0,0
409,100,7,9,2,6179,0,6179,0
411,101,7,10,0,0,0,0,0
411,101,7,10,1,0,0,0,0
411,101,7,10,2,4269,0,4269,0
413,102,7,11,0,0,0,0,0
413,102,7,11,1,1681,0,1681,0
413,102,7,11,2,463,0,463,0
415,103,7,12,0,0,0,0,0
415,103,7,12,1,1681,0,1681,0
415,103,7,12,2,0,0,0,0
443,104,8,0,0,0,0,0,0
443,104,8,0,1,1681,0,1681,0
443,104,8,0,2,0,0,0,0
445,105,8,1,0,0,0,0,0
445,105,8,1,1,1681,0,1681,0
445,105,8,1,2,0,0,0,0
447,106,8,2,0,1779,0,1779,0
447,106,8,2,1,1543,0,1543,0
447,106,8,2,2,255,0,255,0
449,107,8,3,0,3213,0,3213,0
449,107,8,3,1,0,0,0,0
449,107,8,3,2,4580,0,4580,0
451,108,8,4,0,1734,0,1734,0
451,108,8,4,1,0,0,0,0
451,108,8,4,2,6068,0,6068,0
453,109,8,5,0,2510,0,2510,0
453,109,8,5,1,0,0,0,0
453,109,8,5,2,3302,0,3302,0
455,110,8,6,0,1328,0,1328,0
455,110,8,6,1,0,0,0,0
455,110,8,6,2,5660,0,5660,0
457,111,8,7,0,3007,0,3007,0
457,111,8,7,1,0,0,0,0
457,111,8,7,2,6433,0,6433,0
459,112,8,8,0,2984,0,2984,0
459,112,8,8,1,0,0,0,0
459,112,8,8,2,6963,0,6963,0
461,113,8,9,0,2768,0,2768,0
461,113,8,9,1,1332,0,1332,0
461,113,8,9,2,7255,0,7255,0
463,114,8,10,0,1402,0,1402,0
463,114,8,10,1,2095,0,2095,0
463,114,8,10,2,4357,0,4357,0
465,115,8,11,0,0,0,0,0
465,115,8,11,1,1743,0,1743,0
465,115,8,11,2,360,0,360,0
467,116,8,12,0,0,0,0,0
467,116,8,12,1,1681,0,1681,0
467,116,8,12,2,0,0,0,0
495,117,9,0,0,0,0,0,0
495,117,9,0,1,1681,0,1681,0
495,117,9,0,2,0,0,0,0
497,118,9,1,0,0,0,0,0
497,118,9,1,1,1681,0,1681,0
497,118,9,1,2,0,0,0,0
499,119,9,2,0,3296,0,3296,0
499,119,9,2,1,1540,0,1540,0
499,119,9,2,2,997,0,997,0
501,120,9,3,0,4085,0,4085,0
501,120,9,3,1,0,0,0,0
501,120,9,3,2,5342,0,5342,0
