cycle,fsm,ch_count,mac_start,phase_clear,mac_done,is_ch35,in_valid,in_ready,ch_done,pixel_valid,px_frame,px_pass,px_y,px_x,pixel_in0,pixel_in1,pixel_in2,lb_wr_row,lb_wr_col,win_valid,win_frame,win_pass,win_oy,win_ox,wac,cal_valid,out_ch_sel,rom_grp,mac_s1,mac_s2,mac_valid,mac_frame,mac_pass,mac_pos,mac_och,ch_result0,ch_result1,ch_result2,ob_state,ob_pixel_cnt,ob_och_cnt,sum_valid,sum_frame,sum_pos,sum_och,sum_data,sum_ch_done,fifo_count,out_valid,out_ready,out_frame,out_pos,out_och,out_data,out_ch_done,monitor_err
5715,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,37,0,0,,,,0,0,0,0,1,,,,,,0
5716,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,37,0,0,,,,0,0,0,0,1,,,,,,0
5717,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,37,0,0,,,,0,0,0,0,1,,,,,,0
5718,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,1,0,37,0,41020910,1918864,15804230,ACCUM_G0,37,0,0,,,,0,0,0,0,1,,,,,,0
5719,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,1,0,37,1,-5967725,-3796698,-40848951,ACCUM_G0,37,1,0,,,,0,0,0,0,1,,,,,,0
5720,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,1,0,37,2,47272628,-43240263,68010259,ACCUM_G0,37,2,0,,,,0,0,0,0,1,,,,,,0
5721,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,1,0,37,3,2262876,29585770,-24561201,ACCUM_G0,37,3,0,,,,0,0,0,0,1,,,,,,0
5722,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,1,0,37,4,-4108204,5973375,-79429467,ACCUM_G0,37,4,0,,,,0,0,0,0,1,,,,,,0
5723,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,1,0,37,5,38413867,-144958274,85008397,ACCUM_G0,37,5,0,,,,0,0,0,0,1,,,,,,0
5724,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,1,0,37,6,14659878,83410547,-57596100,ACCUM_G0,37,6,0,,,,0,0,0,0,1,,,,,,0
5725,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,1,0,37,7,-13649277,3718495,38531876,ACCUM_G0,37,7,0,,,,0,0,0,0,1,,,,,,0
5726,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,1,0,37,8,56102299,-49849748,-35573110,ACCUM_G0,37,8,0,,,,0,0,0,0,1,,,,,,0
5727,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,1,0,37,9,34847614,-80072085,112178220,ACCUM_G0,37,9,0,,,,0,0,0,0,1,,,,,,0
5728,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,1,0,37,10,-4542353,-69230695,21417752,ACCUM_G0,37,10,0,,,,0,0,0,0,1,,,,,,0
5729,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,1,0,37,11,-4625458,42313269,-98962556,ACCUM_G0,37,11,0,,,,0,0,0,0,1,,,,,,0
5730,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,1,0,37,12,36483348,26546972,85462458,ACCUM_G0,37,12,0,,,,0,0,0,0,1,,,,,,0
5731,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,1045,0,7096,5,7,0,,,,,IDLE,0,0,0,1,1,1,1,0,37,13,-26584883,7563768,-34716398,ACCUM_G0,37,13,0,,,,0,0,0,0,1,,,,,,0
5732,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,1,0,5,7,1045,0,7096,5,7,0,,,,,IDLE,0,0,0,0,1,1,1,0,37,14,-10214266,-9819850,-24814188,ACCUM_G0,37,14,0,,,,0,0,0,0,1,,,,,,0
5733,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,1,1,0,3,5,IDLE,0,0,0,0,0,1,1,0,37,15,16394837,-42396690,62423206,ACCUM_G0,37,15,0,,,,0,0,0,0,1,,,,,,0
5734,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,38,0,0,,,,0,0,0,0,1,,,,,,0
5735,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,38,0,0,,,,0,0,0,0,1,,,,,,0
5736,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,38,0,0,,,,0,0,0,0,1,,,,,,0
5737,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,38,0,0,,,,0,0,0,0,1,,,,,,0
5738,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,1,0,38,0,17493009,10981821,-43081422,ACCUM_G0,38,0,0,,,,0,0,0,0,1,,,,,,0
5739,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,1,0,38,1,-9152817,-7358657,-60329427,ACCUM_G0,38,1,0,,,,0,0,0,0,1,,,,,,0
5740,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,1,0,38,2,54644316,-64011656,82198458,ACCUM_G0,38,2,0,,,,0,0,0,0,1,,,,,,0
5741,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,1,0,38,3,-26004313,7232874,-17344647,ACCUM_G0,38,3,0,,,,0,0,0,0,1,,,,,,0
5742,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,1,0,38,4,-37514915,-49477648,-22869564,ACCUM_G0,38,4,0,,,,0,0,0,0,1,,,,,,0
5743,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,1,0,38,5,45156936,-103264741,45109494,ACCUM_G0,38,5,0,,,,0,0,0,0,1,,,,,,0
5744,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,1,0,38,6,-30693668,53113992,-203345189,ACCUM_G0,38,6,0,,,,0,0,0,0,1,,,,,,0
5745,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,1,0,38,7,-17748468,140971,40715753,ACCUM_G0,38,7,0,,,,0,0,0,0,1,,,,,,0
5746,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,1,0,38,8,40907684,-11235405,-11208686,ACCUM_G0,38,8,0,,,,0,0,0,0,1,,,,,,0
5747,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,1,0,38,9,33542619,-23718341,130828116,ACCUM_G0,38,9,0,,,,0,0,0,0,1,,,,,,0
5748,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,1,0,38,10,14479210,-45147593,-27697336,ACCUM_G0,38,10,0,,,,0,0,0,0,1,,,,,,0
5749,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,1,0,38,11,-15041045,21581812,-42860179,ACCUM_G0,38,11,0,,,,0,0,0,0,1,,,,,,0
5750,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,1,0,38,12,17347431,24671580,5170544,ACCUM_G0,38,12,0,,,,0,0,0,0,1,,,,,,0
5751,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,2948,0,5278,5,8,0,,,,,IDLE,0,0,0,1,1,1,1,0,38,13,-4531931,13827414,-5755830,ACCUM_G0,38,13,0,,,,0,0,0,0,1,,,,,,0
5752,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,1,0,5,8,2948,0,5278,5,8,0,,,,,IDLE,0,0,0,0,1,1,1,0,38,14,-9760405,-2787675,-15003751,ACCUM_G0,38,14,0,,,,0,0,0,0,1,,,,,,0
5753,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,1,1,0,3,6,IDLE,0,0,0,0,0,1,1,0,38,15,8956618,-30267694,35519769,ACCUM_G0,38,15,0,,,,0,0,0,0,1,,,,,,0
5754,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,39,0,0,,,,0,0,0,0,1,,,,,,0
5755,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,39,0,0,,,,0,0,0,0,1,,,,,,0
5756,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,39,0,0,,,,0,0,0,0,1,,,,,,0
5757,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,39,0,0,,,,0,0,0,0,1,,,,,,0
5758,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,1,0,39,0,18232681,7816159,-82612061,ACCUM_G0,39,0,0,,,,0,0,0,0,1,,,,,,0
5759,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,1,0,39,1,-2461587,-8527383,-55592639,ACCUM_G0,39,1,0,,,,0,0,0,0,1,,,,,,0
5760,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,1,0,39,2,39864272,-60573293,71757247,ACCUM_G0,39,2,0,,,,0,0,0,0,1,,,,,,0
5761,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,1,0,39,3,-13217921,-10203345,20366236,ACCUM_G0,39,3,0,,,,0,0,0,0,1,,,,,,0
5762,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,1,0,39,4,-30092331,-32704353,41764687,ACCUM_G0,39,4,0,,,,0,0,0,0,1,,,,,,0
5763,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,1,0,39,5,49333102,-52651097,-31675517,ACCUM_G0,39,5,0,,,,0,0,0,0,1,,,,,,0
5764,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,1,0,39,6,-47911124,26809407,-230274020,ACCUM_G0,39,6,0,,,,0,0,0,0,1,,,,,,0
5765,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,1,0,39,7,-11072678,2724001,-6926374,ACCUM_G0,39,7,0,,,,0,0,0,0,1,,,,,,0
5766,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,1,0,39,8,51121918,-9864848,8100752,ACCUM_G0,39,8,0,,,,0,0,0,0,1,,,,,,0
5767,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,1,0,39,9,22063804,-2725304,101939825,ACCUM_G0,39,9,0,,,,0,0,0,0,1,,,,,,0
5768,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,1,0,39,10,7705299,-29805405,-72942939,ACCUM_G0,39,10,0,,,,0,0,0,0,1,,,,,,0
5769,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,1,0,39,11,-15502472,7639704,41610434,ACCUM_G0,39,11,0,,,,0,0,0,0,1,,,,,,0
5770,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,1,0,39,12,3530768,-8426171,-102213332,ACCUM_G0,39,12,0,,,,0,0,0,0,1,,,,,,0
5771,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,2190,1274,46,5,9,0,,,,,IDLE,0,0,0,1,1,1,1,0,39,13,17871601,-4663796,13440599,ACCUM_G0,39,13,0,,,,0,0,0,0,1,,,,,,0
5772,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,1,0,5,9,2190,1274,46,5,9,0,,,,,IDLE,0,0,0,0,1,1,1,0,39,14,-7513615,9992641,-13867878,ACCUM_G0,39,14,0,,,,0,0,0,0,1,,,,,,0
5773,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,1,1,0,3,7,IDLE,0,0,0,0,0,1,1,0,39,15,12336022,-28266455,24061816,ACCUM_G0,39,15,0,,,,0,0,0,0,1,,,,,,0
5774,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,40,0,0,,,,0,0,0,0,1,,,,,,0
5775,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,40,0,0,,,,0,0,0,0,1,,,,,,0
5776,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,40,0,0,,,,0,0,0,0,1,,,,,,0
5777,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,40,0,0,,,,0,0,0,0,1,,,,,,0
5778,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,1,0,40,0,3130731,-18960182,-69050487,ACCUM_G0,40,0,0,,,,0,0,0,0,1,,,,,,0
5779,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,1,0,40,1,-1051727,948433,-26289505,ACCUM_G0,40,1,0,,,,0,0,0,0,1,,,,,,0
5780,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,1,0,40,2,24619867,663715,38575339,ACCUM_G0,40,2,0,,,,0,0,0,0,1,,,,,,0
5781,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,1,0,40,3,-1504692,-5774047,58912751,ACCUM_G0,40,3,0,,,,0,0,0,0,1,,,,,,0
5782,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,1,0,40,4,-13178657,25546986,47160274,ACCUM_G0,40,4,0,,,,0,0,0,0,1,,,,,,0
5783,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,1,0,40,5,42027510,-34066936,-55051092,ACCUM_G0,40,5,0,,,,0,0,0,0,1,,,,,,0
5784,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,1,0,40,6,-43741248,11142224,-142230675,ACCUM_G0,40,6,0,,,,0,0,0,0,1,,,,,,0
5785,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,1,0,40,7,-4137135,-1255763,-25400688,ACCUM_G0,40,7,0,,,,0,0,0,0,1,,,,,,0
5786,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,1,0,40,8,54006907,-16613126,-343871,ACCUM_G0,40,8,0,,,,0,0,0,0,1,,,,,,0
5787,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,1,0,40,9,9501271,-25464612,39956733,ACCUM_G0,40,9,0,,,,0,0,0,0,1,,,,,,0
5788,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,1,0,40,10,17632449,-25905922,-65994652,ACCUM_G0,40,10,0,,,,0,0,0,0,1,,,,,,0
5789,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,1,0,40,11,-11070188,7864397,58666393,ACCUM_G0,40,11,0,,,,0,0,0,0,1,,,,,,0
5790,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,1,0,40,12,3175277,-5304883,-133103948,ACCUM_G0,40,12,0,,,,0,0,0,0,1,,,,,,0
5791,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,1681,0,5,10,0,,,,,IDLE,0,0,0,1,1,1,1,0,40,13,17284809,7160381,27229427,ACCUM_G0,40,13,0,,,,0,0,0,0,1,,,,,,0
5792,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,1,0,5,10,0,1681,0,5,10,0,,,,,IDLE,0,0,0,0,1,1,1,0,40,14,-3890452,-2078146,-19055754,ACCUM_G0,40,14,0,,,,0,0,0,0,1,,,,,,0
5793,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,1,1,0,3,8,IDLE,0,0,0,0,0,1,1,0,40,15,9281770,-7234001,33319994,ACCUM_G0,40,15,0,,,,0,0,0,0,1,,,,,,0
5794,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,41,0,0,,,,0,0,0,0,1,,,,,,0
5795,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,41,0,0,,,,0,0,0,0,1,,,,,,0
5796,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,41,0,0,,,,0,0,0,0,1,,,,,,0
5797,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,41,0,0,,,,0,0,0,0,1,,,,,,0
5798,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,1,0,41,0,-18656402,-19158809,-11833802,ACCUM_G0,41,0,0,,,,0,0,0,0,1,,,,,,0
5799,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,1,0,41,1,-3158034,-1205820,-8481910,ACCUM_G0,41,1,0,,,,0,0,0,0,1,,,,,,0
5800,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,1,0,41,2,19854520,-7770416,6190220,ACCUM_G0,41,2,0,,,,0,0,0,0,1,,,,,,0
5801,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,1,0,41,3,-12114246,-630099,24870192,ACCUM_G0,41,3,0,,,,0,0,0,0,1,,,,,,0
5802,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,1,0,41,4,-34919592,22126947,38686692,ACCUM_G0,41,4,0,,,,0,0,0,0,1,,,,,,0
5803,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,1,0,41,5,29887590,-72654698,-35893934,ACCUM_G0,41,5,0,,,,0,0,0,0,1,,,,,,0
5804,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,1,0,41,6,-57396920,26104794,-13767392,ACCUM_G0,41,6,0,,,,0,0,0,0,1,,,,,,0
5805,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,1,0,41,7,-6722516,-3292694,-31847548,ACCUM_G0,41,7,0,,,,0,0,0,0,1,,,,,,0
5806,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,1,0,41,8,7550014,-22962611,-3452436,ACCUM_G0,41,8,0,,,,0,0,0,0,1,,,,,,0
5807,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,1,0,41,9,7655280,-41226396,-730804,ACCUM_G0,41,9,0,,,,0,0,0,0,1,,,,,,0
5808,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,1,0,41,10,15741144,-41374040,-20598230,ACCUM_G0,41,10,0,,,,0,0,0,0,1,,,,,,0
5809,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,1,0,41,11,-2657492,17417384,30972710,ACCUM_G0,41,11,0,,,,0,0,0,0,1,,,,,,0
5810,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,1,0,41,12,-26099924,6538965,-49760934,ACCUM_G0,41,12,0,,,,0,0,0,0,1,,,,,,0
5811,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,1681,0,5,11,0,,,,,IDLE,0,0,0,1,1,1,1,0,41,13,34830880,8480183,14026844,ACCUM_G0,41,13,0,,,,0,0,0,0,1,,,,,,0
5812,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,1,0,5,11,0,1681,0,5,11,0,,,,,IDLE,0,0,0,0,1,1,1,0,41,14,-2871024,-7901313,-13072970,ACCUM_G0,41,14,0,,,,0,0,0,0,1,,,,,,0
5813,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,12,1,1,0,3,9,IDLE,0,0,0,0,0,1,1,0,41,15,5317644,-12540482,13816916,ACCUM_G0,41,15,0,,,,0,0,0,0,1,,,,,,0
5814,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,1681,0,5,12,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,42,0,0,,,,0,0,0,0,1,,,,,,0
5815,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,12,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,42,0,0,,,,0,0,0,0,1,,,,,,0
5816,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,12,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,42,0,0,,,,0,0,0,0,1,,,,,,0
5817,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,12,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,42,0,0,,,,0,0,0,0,1,,,,,,0
5818,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,12,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,1,0,42,0,-9806820,-9909432,-70518,ACCUM_G0,42,0,0,,,,0,0,0,0,1,,,,,,0
5819,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,5,12,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,1,0,42,1,-720510,-5519892,-65504,ACCUM_G0,42,1,0,,,,0,0,0,0,1,,,,,,0
