cycle,pos,y,x,och,code,out_ch_done,python,diff
3919,20,1,7,5,4968,0,4968,0
3939,21,1,8,3,7235,0,7235,0
3939,21,1,8,4,2755,0,2755,0
3939,21,1,8,5,1519,0,1519,0
3959,22,1,9,3,5649,0,5649,0
3959,22,1,9,4,0,0,0,0
3959,22,1,9,5,4,0,4,0
3979,23,1,10,3,0,0,0,0
3979,23,1,10,4,0,0,0,0
3979,23,1,10,5,16,0,16,0
3999,24,1,11,3,0,0,0,0
3999,24,1,11,4,0,0,0,0
3999,24,1,11,5,15,0,15,0
4019,25,1,12,3,0,0,0,0
4019,25,1,12,4,0,0,0,0
4019,25,1,12,5,15,0,15,0
4047,26,2,0,3,0,0,0,0
4047,26,2,0,4,0,0,0,0
4047,26,2,0,5,15,0,15,0
4067,27,2,1,3,0,0,0,0
4067,27,2,1,4,0,0,0,0
4067,27,2,1,5,15,0,15,0
4087,28,2,2,3,0,0,0,0
4087,28,2,2,4,0,0,0,0
4087,28,2,2,5,15,0,15,0
4107,29,2,3,3,0,0,0,0
4107,29,2,3,4,0,0,0,0
4107,29,2,3,5,15,0,15,0
4127,30,2,4,3,0,0,0,0
4127,30,2,4,4,0,0,0,0
4127,30,2,4,5,55,0,55,0
4147,31,2,5,3,0,0,0,0
4147,31,2,5,4,0,0,0,0
4147,31,2,5,5,3385,0,3385,0
4167,32,2,6,3,0,0,0,0
4167,32,2,6,4,1013,0,1013,0
4167,32,2,6,5,5365,0,5365,0
4187,33,2,7,3,48,0,48,0
4187,33,2,7,4,1590,0,1590,0
4187,33,2,7,5,4930,0,4930,0
4207,34,2,8,3,5118,0,5118,0
4207,34,2,8,4,1496,0,1496,0
4207,34,2,8,5,195,0,195,0
4227,35,2,9,3,5307,0,5307,0
4227,35,2,9,4,309,0,309,0
4227,35,2,9,5,0,0,0,0
4247,36,2,10,3,137,0,137,0
4247,36,2,10,4,16,0,16,0
4247,36,2,10,5,15,0,15,0
4267,37,2,11,3,0,0,0,0
4267,37,2,11,4,0,0,0,0
4267,37,2,11,5,15,0,15,0
4287,38,2,12,3,0,0,0,0
4287,38,2,12,4,0,0,0,0
4287,38,2,12,5,15,0,15,0
4315,39,3,0,3,0,0,0,0
4315,39,3,0,4,0,0,0,0
4315,39,3,0,5,15,0,15,0
4335,40,3,1,3,0,0,0,0
4335,40,3,1,4,0,0,0,0
4335,40,3,1,5,15,0,15,0
4355,41,3,2,3,0,0,0,0
4355,41,3,2,4,0,0,0,0
4355,41,3,2,5,15,0,15,0
4375,42,3,3,3,0,0,0,0
4375,42,3,3,4,0,0,0,0
4375,42,3,3,5,20,0,20,0
4395,43,3,4,3,243,0,243,0
4395,43,3,4,4,168,0,168,0
4395,43,3,4,5,1549,0,1549,0
4415,44,3,5,3,0,0,0,0
4415,44,3,5,4,2152,0,2152,0
4415,44,3,5,5,6105,0,6105,0
4435,45,3,6,3,106,0,106,0
4435,45,3,6,4,1476,0,1476,0
4435,45,3,6,5,5217,0,5217,0
4455,46,3,7,3,1845,0,1845,0
4455,46,3,7,4,1474,0,1474,0
4455,46,3,7,5,1003,0,1003,0
4475,47,3,8,3,420,0,420,0
4475,47,3,8,4,0,0,0,0
4475,47,3,8,5,0,0,0,0
4495,48,3,9,3,142,0,142,0
4495,48,3,9,4,0,0,0,0
4495,48,3,9,5,0,0,0,0
4515,49,3,10,3,0,0,0,0
4515,49,3,10,4,0,0,0,0
4515,49,3,10,5,15,0,15,0
4535,50,3,11,3,0,0,0,0
4535,50,3,11,4,0,0,0,0
4535,50,3,11,5,15,0,15,0
4555,51,3,12,3,0,0,0,0
4555,51,3,12,4,0,0,0,0
4555,51,3,12,5,15,0,15,0
4583,52,4,0,3,0,0,0,0
4583,52,4,0,4,0,0,0,0
4583,52,4,0,5,15,0,15,0
4603,53,4,1,3,0,0,0,0
4603,53,4,1,4,0,0,0,0
4603,53,4,1,5,15,0,15,0
4623,54,4,2,3,0,0,0,0
4623,54,4,2,4,0,0,0,0
4623,54,4,2,5,15,0,15,0
4643,55,4,3,3,0,0,0,0
4643,55,4,3,4,0,0,0,0
4643,55,4,3,5,947,0,947,0
4663,56,4,4,3,0,0,0,0
4663,56,4,4,4,1850,0,1850,0
4663,56,4,4,5,5017,0,5017,0
4683,57,4,5,3,0,0,0,0
4683,57,4,5,4,1704,0,1704,0
4683,57,4,5,5,6034,0,6034,0
4703,58,4,6,3,103,0,103,0
4703,58,4,6,4,1112,0,1112,0
4703,58,4,6,5,1175,0,1175,0
4723,59,4,7,3,2079,0,2079,0
4723,59,4,7,4,0,0,0,0
4723,59,4,7,5,0,0,0,0
4743,60,4,8,3,341,0,341,0
4743,60,4,8,4,0,0,0,0
