cycle,fsm,ch_count,mac_start,phase_clear,mac_done,is_ch35,in_valid,in_ready,ch_done,pixel_valid,px_frame,px_pass,px_y,px_x,pixel_in0,pixel_in1,pixel_in2,lb_wr_row,lb_wr_col,win_valid,win_frame,win_pass,win_oy,win_ox,wac,weight_valid,out_ch_sel,rom_grp,mac_s1,mac_s2,mac_valid,mac_frame,mac_pass,mac_pos,mac_och,ch_result0,ch_result1,ch_result2,ob_state,ob_pixel_cnt,ob_och_cnt,sum_valid,sum_frame,sum_pos,sum_och,sum_data,sum_ch_done,fifo_count,out_valid,out_ready,out_frame,out_pos,out_och,out_data,out_ch_done,monitor_err
6640,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,1,0,9,8,0,0,0,9,8,0,,,,,IDLE,0,0,0,0,1,1,1,0,82,14,0,0,0,ACCUM_G0,82,14,0,,,,0,0,489,1,1,0,90,7,0,0,0
6641,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,1,1,0,7,6,IDLE,0,0,0,0,0,1,1,0,82,15,0,0,0,ACCUM_G0,82,15,0,,,,0,0,488,1,0,,,,,,0
6642,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,83,0,0,,,,0,0,488,1,1,0,90,8,0,0,0
6643,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,83,0,0,,,,0,0,487,1,1,0,90,9,0,0,0
6644,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,83,0,0,,,,0,0,486,1,1,0,90,10,0,0,0
6645,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,83,0,0,,,,0,0,485,1,0,,,,,,0
6646,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,1,0,83,0,0,0,0,ACCUM_G0,83,0,0,,,,0,0,485,1,1,0,90,11,0,0,0
6647,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,1,0,83,1,0,0,0,ACCUM_G0,83,1,0,,,,0,0,484,1,1,0,90,12,0,0,0
6648,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,1,0,83,2,0,0,0,ACCUM_G0,83,2,0,,,,0,0,483,1,0,,,,,,0
6649,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,1,0,83,3,0,0,0,ACCUM_G0,83,3,0,,,,0,0,483,1,0,,,,,,0
6650,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,1,0,83,4,0,0,0,ACCUM_G0,83,4,0,,,,0,0,483,1,1,0,90,13,0,0,0
6651,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,1,0,83,5,0,0,0,ACCUM_G0,83,5,0,,,,0,0,482,1,1,0,90,14,0,0,0
6652,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,1,0,83,6,0,0,0,ACCUM_G0,83,6,0,,,,0,0,481,1,0,,,,,,0
6653,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,1,0,83,7,0,0,0,ACCUM_G0,83,7,0,,,,0,0,481,1,1,0,90,15,0,0,0
6654,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,1,0,83,8,0,0,0,ACCUM_G0,83,8,0,,,,0,0,480,1,0,,,,,,0
6655,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,1,0,83,9,0,0,0,ACCUM_G0,83,9,0,,,,0,0,480,1,0,,,,,,0
6656,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,1,0,83,10,0,0,0,ACCUM_G0,83,10,0,,,,0,0,480,1,0,,,,,,0
6657,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,1,0,83,11,0,0,0,ACCUM_G0,83,11,0,,,,0,0,480,1,0,,,,,,0
6658,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,1,0,83,12,0,0,0,ACCUM_G0,83,12,0,,,,0,0,480,1,0,,,,,,0
6659,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,0,0,9,9,0,,,,,IDLE,0,0,0,1,1,1,1,0,83,13,0,0,0,ACCUM_G0,83,13,0,,,,0,0,480,1,0,,,,,,0
6660,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,1,0,9,9,0,0,0,9,9,0,,,,,IDLE,0,0,0,0,1,1,1,0,83,14,0,0,0,ACCUM_G0,83,14,0,,,,0,0,480,1,1,0,91,0,0,0,0
6661,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,1,1,0,7,7,IDLE,0,0,0,0,0,1,1,0,83,15,0,0,0,ACCUM_G0,83,15,0,,,,0,0,479,1,0,,,,,,0
6662,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,84,0,0,,,,0,0,479,1,0,,,,,,0
6663,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,84,0,0,,,,0,0,479,1,0,,,,,,0
6664,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,84,0,0,,,,0,0,479,1,1,0,91,1,0,0,0
6665,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,84,0,0,,,,0,0,478,1,0,,,,,,0
6666,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,1,0,84,0,0,0,0,ACCUM_G0,84,0,0,,,,0,0,478,1,0,,,,,,0
6667,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,1,0,84,1,0,0,0,ACCUM_G0,84,1,0,,,,0,0,478,1,0,,,,,,0
6668,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,1,0,84,2,0,0,0,ACCUM_G0,84,2,0,,,,0,0,478,1,0,,,,,,0
6669,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,1,0,84,3,0,0,0,ACCUM_G0,84,3,0,,,,0,0,478,1,0,,,,,,0
6670,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,1,0,84,4,0,0,0,ACCUM_G0,84,4,0,,,,0,0,478,1,0,,,,,,0
6671,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,1,0,84,5,0,0,0,ACCUM_G0,84,5,0,,,,0,0,478,1,0,,,,,,0
6672,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,1,0,84,6,0,0,0,ACCUM_G0,84,6,0,,,,0,0,478,1,1,0,91,2,0,0,0
6673,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,1,0,84,7,0,0,0,ACCUM_G0,84,7,0,,,,0,0,477,1,1,0,91,3,0,0,0
6674,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,1,0,84,8,0,0,0,ACCUM_G0,84,8,0,,,,0,0,476,1,1,0,91,4,0,0,0
6675,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,1,0,84,9,0,0,0,ACCUM_G0,84,9,0,,,,0,0,475,1,0,,,,,,0
6676,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,1,0,84,10,0,0,0,ACCUM_G0,84,10,0,,,,0,0,475,1,1,0,91,5,0,0,0
6677,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,1,0,84,11,0,0,0,ACCUM_G0,84,11,0,,,,0,0,474,1,1,0,91,6,0,0,0
6678,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,1,0,84,12,0,0,0,ACCUM_G0,84,12,0,,,,0,0,473,1,0,,,,,,0
6679,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,0,0,9,10,0,,,,,IDLE,0,0,0,1,1,1,1,0,84,13,0,0,0,ACCUM_G0,84,13,0,,,,0,0,473,1,0,,,,,,0
6680,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,1,0,9,10,0,0,0,9,10,0,,,,,IDLE,0,0,0,0,1,1,1,0,84,14,0,0,0,ACCUM_G0,84,14,0,,,,0,0,473,1,1,0,91,7,0,0,0
6681,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,1,1,0,7,8,IDLE,0,0,0,0,0,1,1,0,84,15,0,0,0,ACCUM_G0,84,15,0,,,,0,0,472,1,0,,,,,,0
6682,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,85,0,0,,,,0,0,472,1,1,0,91,8,0,0,0
6683,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,85,0,0,,,,0,0,471,1,0,,,,,,0
6684,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,85,0,0,,,,0,0,471,1,0,,,,,,0
6685,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,85,0,0,,,,0,0,471,1,1,0,91,9,0,0,0
6686,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,1,0,85,0,0,0,0,ACCUM_G0,85,0,0,,,,0,0,470,1,0,,,,,,0
6687,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,1,0,85,1,0,0,0,ACCUM_G0,85,1,0,,,,0,0,470,1,0,,,,,,0
6688,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,1,0,85,2,0,0,0,ACCUM_G0,85,2,0,,,,0,0,470,1,1,0,91,10,0,0,0
6689,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,1,0,85,3,0,0,0,ACCUM_G0,85,3,0,,,,0,0,469,1,1,0,91,11,0,0,0
6690,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,1,0,85,4,0,0,0,ACCUM_G0,85,4,0,,,,0,0,468,1,1,0,91,12,0,0,0
6691,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,1,0,85,5,0,0,0,ACCUM_G0,85,5,0,,,,0,0,467,1,0,,,,,,0
6692,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,1,0,85,6,0,0,0,ACCUM_G0,85,6,0,,,,0,0,467,1,1,0,91,13,0,0,0
6693,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,1,0,85,7,0,0,0,ACCUM_G0,85,7,0,,,,0,0,466,1,0,,,,,,0
6694,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,1,0,85,8,0,0,0,ACCUM_G0,85,8,0,,,,0,0,466,1,0,,,,,,0
6695,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,1,0,85,9,0,0,0,ACCUM_G0,85,9,0,,,,0,0,466,1,1,0,91,14,0,0,0
6696,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,1,0,85,10,0,0,0,ACCUM_G0,85,10,0,,,,0,0,465,1,0,,,,,,0
6697,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,1,0,85,11,0,0,0,ACCUM_G0,85,11,0,,,,0,0,465,1,1,0,91,15,0,0,0
6698,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,1,0,85,12,0,0,0,ACCUM_G0,85,12,0,,,,0,0,464,1,0,,,,,,0
6699,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,0,0,9,11,0,,,,,IDLE,0,0,0,1,1,1,1,0,85,13,0,0,0,ACCUM_G0,85,13,0,,,,0,0,464,1,0,,,,,,0
6700,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,1,0,9,11,0,0,0,9,11,0,,,,,IDLE,0,0,0,0,1,1,1,0,85,14,0,0,0,ACCUM_G0,85,14,0,,,,0,0,464,1,1,0,92,0,0,0,0
6701,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,1,1,0,7,9,IDLE,0,0,0,0,0,1,1,0,85,15,0,0,0,ACCUM_G0,85,15,0,,,,0,0,463,1,1,0,92,1,0,0,0
6702,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,86,0,0,,,,0,0,462,1,0,,,,,,0
6703,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,86,0,0,,,,0,0,462,1,1,0,92,2,0,0,0
6704,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,86,0,0,,,,0,0,461,1,0,,,,,,0
6705,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,86,0,0,,,,0,0,461,1,1,0,92,3,0,0,0
6706,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,1,0,86,0,0,0,0,ACCUM_G0,86,0,0,,,,0,0,460,1,1,0,92,4,0,0,0
6707,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,1,0,86,1,0,0,0,ACCUM_G0,86,1,0,,,,0,0,459,1,0,,,,,,0
6708,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,1,0,86,2,0,0,0,ACCUM_G0,86,2,0,,,,0,0,459,1,1,0,92,5,0,0,0
6709,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,1,0,86,3,0,0,0,ACCUM_G0,86,3,0,,,,0,0,458,1,1,0,92,6,0,0,0
6710,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,1,0,86,4,0,0,0,ACCUM_G0,86,4,0,,,,0,0,457,1,0,,,,,,0
6711,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,1,0,86,5,0,0,0,ACCUM_G0,86,5,0,,,,0,0,457,1,1,0,92,7,0,0,0
6712,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,1,0,86,6,0,0,0,ACCUM_G0,86,6,0,,,,0,0,456,1,1,0,92,8,0,0,0
6713,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,1,0,86,7,0,0,0,ACCUM_G0,86,7,0,,,,0,0,455,1,0,,,,,,0
6714,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,1,0,86,8,0,0,0,ACCUM_G0,86,8,0,,,,0,0,455,1,0,,,,,,0
6715,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,1,0,86,9,0,0,0,ACCUM_G0,86,9,0,,,,0,0,455,1,1,0,92,9,0,0,0
6716,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,1,0,86,10,0,0,0,ACCUM_G0,86,10,0,,,,0,0,454,1,0,,,,,,0
6717,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,1,0,86,11,0,0,0,ACCUM_G0,86,11,0,,,,0,0,454,1,0,,,,,,0
6718,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,1,0,86,12,0,0,0,ACCUM_G0,86,12,0,,,,0,0,454,1,0,,,,,,0
6719,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,0,0,9,12,0,,,,,IDLE,0,0,0,1,1,1,1,0,86,13,0,0,0,ACCUM_G0,86,13,0,,,,0,0,454,1,0,,,,,,0
6720,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,1,0,9,12,0,0,0,9,12,0,,,,,IDLE,0,0,0,0,1,1,1,0,86,14,0,0,0,ACCUM_G0,86,14,0,,,,0,0,454,1,0,,,,,,0
6721,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,1,1,0,7,10,IDLE,0,0,0,0,0,1,1,0,86,15,0,0,0,ACCUM_G0,86,15,0,,,,0,0,454,1,0,,,,,,0
6722,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,87,0,0,,,,0,0,454,1,1,0,92,10,0,0,0
6723,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,87,0,0,,,,0,0,453,1,0,,,,,,0
6724,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,87,0,0,,,,0,0,453,1,0,,,,,,0
6725,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,87,0,0,,,,0,0,453,1,0,,,,,,0
6726,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,1,0,87,0,0,0,0,ACCUM_G0,87,0,0,,,,0,0,453,1,1,0,92,11,0,0,0
6727,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,1,0,87,1,0,0,0,ACCUM_G0,87,1,0,,,,0,0,452,1,0,,,,,,0
6728,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,1,0,87,2,0,0,0,ACCUM_G0,87,2,0,,,,0,0,452,1,0,,,,,,0
6729,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,1,0,87,3,0,0,0,ACCUM_G0,87,3,0,,,,0,0,452,1,1,0,92,12,0,0,0
6730,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,1,0,87,4,0,0,0,ACCUM_G0,87,4,0,,,,0,0,451,1,0,,,,,,0
6731,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,1,0,87,5,0,0,0,ACCUM_G0,87,5,0,,,,0,0,451,1,1,0,92,13,0,0,0
6732,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,1,0,87,6,0,0,0,ACCUM_G0,87,6,0,,,,0,0,450,1,0,,,,,,0
6733,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,1,0,87,7,0,0,0,ACCUM_G0,87,7,0,,,,0,0,450,1,0,,,,,,0
6734,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,1,0,87,8,0,0,0,ACCUM_G0,87,8,0,,,,0,0,450,1,0,,,,,,0
6735,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,1,0,87,9,0,0,0,ACCUM_G0,87,9,0,,,,0,0,450,1,0,,,,,,0
6736,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,1,0,87,10,0,0,0,ACCUM_G0,87,10,0,,,,0,0,450,1,1,0,92,14,0,0,0
6737,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,1,0,87,11,0,0,0,ACCUM_G0,87,11,0,,,,0,0,449,1,1,0,92,15,0,0,0
6738,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,1,0,87,12,0,0,0,ACCUM_G0,87,12,0,,,,0,0,448,1,1,0,93,0,142,0,0
6739,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,0,0,10,0,0,,,,,IDLE,0,0,0,1,1,1,1,0,87,13,0,0,0,ACCUM_G0,87,13,0,,,,0,0,447,1,0,,,,,,0
6740,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,1,0,10,0,0,0,0,10,0,0,,,,,IDLE,0,0,0,0,1,1,1,0,87,14,0,0,0,ACCUM_G0,87,14,0,,,,0,0,447,1,0,,,,,,0
6741,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,1,0,10,1,0,0,0,10,1,0,,,,,IDLE,0,0,0,0,0,1,1,0,87,15,0,0,0,ACCUM_G0,87,15,0,,,,0,0,447,1,1,0,93,1,242,0,0
6742,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,1,0,10,2,0,0,0,10,2,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,88,0,0,,,,0,0,446,1,0,,,,,,0
6743,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,3,1,1,0,8,0,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,88,0,0,,,,0,0,446,1,0,,,,,,0
6744,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,0,0,10,3,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,88,0,0,,,,0,0,446,1,0,,,,,,0
6745,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,3,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,88,0,0,,,,0,0,446,1,1,0,93,2,342,0,0
6746,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,3,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,88,0,0,,,,0,0,445,1,1,0,93,3,442,0,0
6747,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,3,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,88,0,0,,,,0,0,444,1,1,0,93,4,542,0,0
6748,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,10,3,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,1,0,88,0,0,0,0,ACCUM_G0,88,0,0,,,,0,0,443,1,1,0,93,5,642,0,0
