cycle,fsm,ch_count,mac_start,phase_clear,mac_done,is_ch35,in_valid,in_ready,ch_done,pixel_valid,px_frame,px_pass,px_y,px_x,pixel_in0,pixel_in1,pixel_in2,lb_wr_row,lb_wr_col,win_valid,win_frame,win_pass,win_oy,win_ox,wac,weight_valid,out_ch_sel,rom_grp,mac_s1,mac_s2,mac_valid,mac_frame,mac_pass,mac_pos,mac_och,ch_result0,ch_result1,ch_result2,ob_state,ob_pixel_cnt,ob_och_cnt,sum_valid,sum_frame,sum_pos,sum_och,sum_data,sum_ch_done,fifo_count,out_valid,out_ready,out_frame,out_pos,out_och,out_data,out_ch_done,monitor_err
2293,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,112,0,0,,,,0,0,0,0,0,,,,,,0
2294,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,0,0,112,0,0,0,0,ACCUM_G0,112,0,0,,,,0,0,0,0,1,,,,,,0
2295,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,0,0,112,1,0,0,0,ACCUM_G0,112,1,0,,,,0,0,0,0,0,,,,,,0
2296,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,0,0,112,2,0,0,0,ACCUM_G0,112,2,0,,,,0,0,0,0,0,,,,,,0
2297,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,0,0,112,3,0,0,0,ACCUM_G0,112,3,0,,,,0,0,0,0,1,,,,,,0
2298,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,0,0,112,4,0,0,0,ACCUM_G0,112,4,0,,,,0,0,0,0,0,,,,,,0
2299,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,0,0,112,5,0,0,0,ACCUM_G0,112,5,0,,,,0,0,0,0,0,,,,,,0
2300,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,0,0,112,6,0,0,0,ACCUM_G0,112,6,0,,,,0,0,0,0,0,,,,,,0
2301,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,0,0,112,7,0,0,0,ACCUM_G0,112,7,0,,,,0,0,0,0,0,,,,,,0
2302,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,0,0,112,8,0,0,0,ACCUM_G0,112,8,0,,,,0,0,0,0,1,,,,,,0
2303,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,0,0,112,9,0,0,0,ACCUM_G0,112,9,0,,,,0,0,0,0,0,,,,,,0
2304,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,0,0,112,10,0,0,0,ACCUM_G0,112,10,0,,,,0,0,0,0,1,,,,,,0
2305,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,0,0,112,11,0,0,0,ACCUM_G0,112,11,0,,,,0,0,0,0,0,,,,,,0
2306,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,0,0,112,12,0,0,0,ACCUM_G0,112,12,0,,,,0,0,0,0,0,,,,,,0
2307,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,0,0,12,5,0,,,,,IDLE,0,0,0,1,1,1,0,0,112,13,0,0,0,ACCUM_G0,112,13,0,,,,0,0,0,0,0,,,,,,0
2308,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,0,0,12,5,0,0,0,12,5,0,,,,,IDLE,0,0,0,0,1,1,0,0,112,14,0,0,0,ACCUM_G0,112,14,0,,,,0,0,0,0,0,,,,,,0
2309,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,1,0,0,10,3,IDLE,0,0,0,0,0,1,0,0,112,15,0,0,0,ACCUM_G0,112,15,0,,,,0,0,0,0,0,,,,,,0
2310,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,113,0,0,,,,0,0,0,0,0,,,,,,0
2311,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,113,0,0,,,,0,0,0,0,1,,,,,,0
2312,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,113,0,0,,,,0,0,0,0,1,,,,,,0
2313,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,113,0,0,,,,0,0,0,0,0,,,,,,0
2314,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,0,0,113,0,0,0,0,ACCUM_G0,113,0,0,,,,0,0,0,0,0,,,,,,0
2315,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,0,0,113,1,0,0,0,ACCUM_G0,113,1,0,,,,0,0,0,0,0,,,,,,0
2316,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,0,0,113,2,0,0,0,ACCUM_G0,113,2,0,,,,0,0,0,0,0,,,,,,0
2317,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,0,0,113,3,0,0,0,ACCUM_G0,113,3,0,,,,0,0,0,0,0,,,,,,0
2318,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,0,0,113,4,0,0,0,ACCUM_G0,113,4,0,,,,0,0,0,0,1,,,,,,0
2319,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,0,0,113,5,0,0,0,ACCUM_G0,113,5,0,,,,0,0,0,0,0,,,,,,0
2320,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,0,0,113,6,0,0,0,ACCUM_G0,113,6,0,,,,0,0,0,0,0,,,,,,0
2321,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,0,0,113,7,0,0,0,ACCUM_G0,113,7,0,,,,0,0,0,0,0,,,,,,0
2322,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,0,0,113,8,0,0,0,ACCUM_G0,113,8,0,,,,0,0,0,0,0,,,,,,0
2323,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,0,0,113,9,0,0,0,ACCUM_G0,113,9,0,,,,0,0,0,0,0,,,,,,0
2324,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,0,0,113,10,0,0,0,ACCUM_G0,113,10,0,,,,0,0,0,0,0,,,,,,0
2325,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,0,0,113,11,0,0,0,ACCUM_G0,113,11,0,,,,0,0,0,0,1,,,,,,0
2326,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,0,0,113,12,0,0,0,ACCUM_G0,113,12,0,,,,0,0,0,0,0,,,,,,0
2327,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,0,0,12,6,0,,,,,IDLE,0,0,0,1,1,1,0,0,113,13,0,0,0,ACCUM_G0,113,13,0,,,,0,0,0,0,1,,,,,,0
2328,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,0,0,12,6,0,0,0,12,6,0,,,,,IDLE,0,0,0,0,1,1,0,0,113,14,0,0,0,ACCUM_G0,113,14,0,,,,0,0,0,0,1,,,,,,0
2329,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,1,0,0,10,4,IDLE,0,0,0,0,0,1,0,0,113,15,0,0,0,ACCUM_G0,113,15,0,,,,0,0,0,0,1,,,,,,0
2330,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,114,0,0,,,,0,0,0,0,1,,,,,,0
2331,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,114,0,0,,,,0,0,0,0,0,,,,,,0
2332,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,114,0,0,,,,0,0,0,0,0,,,,,,0
2333,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,114,0,0,,,,0,0,0,0,1,,,,,,0
2334,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,0,0,114,0,0,0,0,ACCUM_G0,114,0,0,,,,0,0,0,0,0,,,,,,0
2335,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,0,0,114,1,0,0,0,ACCUM_G0,114,1,0,,,,0,0,0,0,1,,,,,,0
2336,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,0,0,114,2,0,0,0,ACCUM_G0,114,2,0,,,,0,0,0,0,0,,,,,,0
2337,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,0,0,114,3,0,0,0,ACCUM_G0,114,3,0,,,,0,0,0,0,1,,,,,,0
2338,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,0,0,114,4,0,0,0,ACCUM_G0,114,4,0,,,,0,0,0,0,1,,,,,,0
2339,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,0,0,114,5,0,0,0,ACCUM_G0,114,5,0,,,,0,0,0,0,0,,,,,,0
2340,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,0,0,114,6,0,0,0,ACCUM_G0,114,6,0,,,,0,0,0,0,1,,,,,,0
2341,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,0,0,114,7,0,0,0,ACCUM_G0,114,7,0,,,,0,0,0,0,0,,,,,,0
2342,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,0,0,114,8,0,0,0,ACCUM_G0,114,8,0,,,,0,0,0,0,0,,,,,,0
2343,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,0,0,114,9,0,0,0,ACCUM_G0,114,9,0,,,,0,0,0,0,0,,,,,,0
2344,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,0,0,114,10,0,0,0,ACCUM_G0,114,10,0,,,,0,0,0,0,0,,,,,,0
2345,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,0,0,114,11,0,0,0,ACCUM_G0,114,11,0,,,,0,0,0,0,1,,,,,,0
2346,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,0,0,114,12,0,0,0,ACCUM_G0,114,12,0,,,,0,0,0,0,0,,,,,,0
2347,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,0,0,12,7,0,,,,,IDLE,0,0,0,1,1,1,0,0,114,13,0,0,0,ACCUM_G0,114,13,0,,,,0,0,0,0,0,,,,,,0
2348,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,0,0,12,7,0,0,0,12,7,0,,,,,IDLE,0,0,0,0,1,1,0,0,114,14,0,0,0,ACCUM_G0,114,14,0,,,,0,0,0,0,0,,,,,,0
2349,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,1,0,0,10,5,IDLE,0,0,0,0,0,1,0,0,114,15,0,0,0,ACCUM_G0,114,15,0,,,,0,0,0,0,0,,,,,,0
2350,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,115,0,0,,,,0,0,0,0,0,,,,,,0
2351,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,115,0,0,,,,0,0,0,0,0,,,,,,0
2352,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,115,0,0,,,,0,0,0,0,0,,,,,,0
2353,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,115,0,0,,,,0,0,0,0,0,,,,,,0
2354,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,0,0,115,0,0,0,0,ACCUM_G0,115,0,0,,,,0,0,0,0,0,,,,,,0
2355,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,0,0,115,1,0,0,0,ACCUM_G0,115,1,0,,,,0,0,0,0,0,,,,,,0
2356,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,0,0,115,2,0,0,0,ACCUM_G0,115,2,0,,,,0,0,0,0,1,,,,,,0
2357,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,0,0,115,3,0,0,0,ACCUM_G0,115,3,0,,,,0,0,0,0,1,,,,,,0
2358,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,0,0,115,4,0,0,0,ACCUM_G0,115,4,0,,,,0,0,0,0,0,,,,,,0
2359,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,0,0,115,5,0,0,0,ACCUM_G0,115,5,0,,,,0,0,0,0,1,,,,,,0
2360,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,0,0,115,6,0,0,0,ACCUM_G0,115,6,0,,,,0,0,0,0,0,,,,,,0
2361,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,0,0,115,7,0,0,0,ACCUM_G0,115,7,0,,,,0,0,0,0,0,,,,,,0
2362,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,0,0,115,8,0,0,0,ACCUM_G0,115,8,0,,,,0,0,0,0,1,,,,,,0
2363,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,0,0,115,9,0,0,0,ACCUM_G0,115,9,0,,,,0,0,0,0,0,,,,,,0
2364,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,0,0,115,10,0,0,0,ACCUM_G0,115,10,0,,,,0,0,0,0,0,,,,,,0
2365,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,0,0,115,11,0,0,0,ACCUM_G0,115,11,0,,,,0,0,0,0,0,,,,,,0
2366,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,0,0,115,12,0,0,0,ACCUM_G0,115,12,0,,,,0,0,0,0,1,,,,,,0
2367,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,0,0,12,8,0,,,,,IDLE,0,0,0,1,1,1,0,0,115,13,0,0,0,ACCUM_G0,115,13,0,,,,0,0,0,0,1,,,,,,0
2368,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,0,0,12,8,0,0,0,12,8,0,,,,,IDLE,0,0,0,0,1,1,0,0,115,14,0,0,0,ACCUM_G0,115,14,0,,,,0,0,0,0,0,,,,,,0
2369,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,1,0,0,10,6,IDLE,0,0,0,0,0,1,0,0,115,15,0,0,0,ACCUM_G0,115,15,0,,,,0,0,0,0,1,,,,,,0
2370,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,116,0,0,,,,0,0,0,0,0,,,,,,0
2371,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,116,0,0,,,,0,0,0,0,1,,,,,,0
2372,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,116,0,0,,,,0,0,0,0,1,,,,,,0
2373,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,116,0,0,,,,0,0,0,0,0,,,,,,0
2374,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,0,0,116,0,0,0,0,ACCUM_G0,116,0,0,,,,0,0,0,0,0,,,,,,0
2375,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,0,0,116,1,0,0,0,ACCUM_G0,116,1,0,,,,0,0,0,0,0,,,,,,0
2376,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,0,0,116,2,0,0,0,ACCUM_G0,116,2,0,,,,0,0,0,0,1,,,,,,0
2377,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,0,0,116,3,0,0,0,ACCUM_G0,116,3,0,,,,0,0,0,0,0,,,,,,0
2378,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,0,0,116,4,0,0,0,ACCUM_G0,116,4,0,,,,0,0,0,0,1,,,,,,0
2379,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,0,0,116,5,0,0,0,ACCUM_G0,116,5,0,,,,0,0,0,0,1,,,,,,0
2380,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,0,0,116,6,0,0,0,ACCUM_G0,116,6,0,,,,0,0,0,0,1,,,,,,0
2381,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,0,0,116,7,0,0,0,ACCUM_G0,116,7,0,,,,0,0,0,0,0,,,,,,0
2382,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,0,0,116,8,0,0,0,ACCUM_G0,116,8,0,,,,0,0,0,0,0,,,,,,0
2383,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,0,0,116,9,0,0,0,ACCUM_G0,116,9,0,,,,0,0,0,0,0,,,,,,0
2384,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,0,0,116,10,0,0,0,ACCUM_G0,116,10,0,,,,0,0,0,0,0,,,,,,0
2385,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,0,0,116,11,0,0,0,ACCUM_G0,116,11,0,,,,0,0,0,0,1,,,,,,0
2386,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,0,0,116,12,0,0,0,ACCUM_G0,116,12,0,,,,0,0,0,0,0,,,,,,0
2387,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,0,0,12,9,0,,,,,IDLE,0,0,0,1,1,1,0,0,116,13,0,0,0,ACCUM_G0,116,13,0,,,,0,0,0,0,0,,,,,,0
2388,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,0,0,12,9,0,0,0,12,9,0,,,,,IDLE,0,0,0,0,1,1,0,0,116,14,0,0,0,ACCUM_G0,116,14,0,,,,0,0,0,0,0,,,,,,0
2389,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,1,0,0,10,7,IDLE,0,0,0,0,0,1,0,0,116,15,0,0,0,ACCUM_G0,116,15,0,,,,0,0,0,0,0,,,,,,0
2390,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,117,0,0,,,,0,0,0,0,0,,,,,,0
2391,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,117,0,0,,,,0,0,0,0,1,,,,,,0
2392,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,117,0,0,,,,0,0,0,0,0,,,,,,0
2393,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,117,0,0,,,,0,0,0,0,0,,,,,,0
2394,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,0,0,117,0,0,0,0,ACCUM_G0,117,0,0,,,,0,0,0,0,0,,,,,,0
2395,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,0,0,117,1,0,0,0,ACCUM_G0,117,1,0,,,,0,0,0,0,1,,,,,,0
2396,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,0,0,117,2,0,0,0,ACCUM_G0,117,2,0,,,,0,0,0,0,1,,,,,,0
2397,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,0,0,117,3,0,0,0,ACCUM_G0,117,3,0,,,,0,0,0,0,0,,,,,,0
2398,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,0,0,117,4,0,0,0,ACCUM_G0,117,4,0,,,,0,0,0,0,0,,,,,,0
2399,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,0,0,117,5,0,0,0,ACCUM_G0,117,5,0,,,,0,0,0,0,0,,,,,,0
2400,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,0,0,117,6,0,0,0,ACCUM_G0,117,6,0,,,,0,0,0,0,0,,,,,,0
2401,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,0,0,117,7,0,0,0,ACCUM_G0,117,7,0,,,,0,0,0,0,0,,,,,,0
2402,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,0,0,117,8,0,0,0,ACCUM_G0,117,8,0,,,,0,0,0,0,0,,,,,,0
2403,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,10,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,0,0,117,9,0,0,0,ACCUM_G0,117,9,0,,,,0,0,0,0,0,,,,,,0
