cycle,pos,y,x,och,code,out_ch_done,python,diff
884,81,3,3,1,1681,0,1681,0
884,81,3,3,2,0,0,0,0
894,82,3,4,0,0,0,0,0
894,82,3,4,1,1681,0,1681,0
894,82,3,4,2,0,0,0,0
904,83,3,5,0,0,0,0,0
904,83,3,5,1,1681,0,1681,0
904,83,3,5,2,0,0,0,0
914,84,3,6,0,0,0,0,0
914,84,3,6,1,1681,0,1681,0
914,84,3,6,2,0,0,0,0
924,85,3,7,0,0,0,0,0
924,85,3,7,1,1681,0,1681,0
924,85,3,7,2,0,0,0,0
934,86,3,8,0,0,0,0,0
934,86,3,8,1,1681,0,1681,0
934,86,3,8,2,0,0,0,0
944,87,3,9,0,0,0,0,0
944,87,3,9,1,1681,0,1681,0
944,87,3,9,2,0,0,0,0
954,88,3,10,0,0,0,0,0
954,88,3,10,1,1595,0,1595,0
954,88,3,10,2,0,0,0,0
964,89,3,11,0,0,0,0,0
964,89,3,11,1,481,0,481,0
964,89,3,11,2,0,0,0,0
974,90,3,12,0,0,0,0,0
974,90,3,12,1,0,0,0,0
974,90,3,12,2,0,0,0,0
984,91,3,13,0,501,0,501,0
984,91,3,13,1,0,0,0,0
984,91,3,13,2,0,0,0,0
994,92,3,14,0,0,0,0,0
994,92,3,14,1,0,0,0,0
994,92,3,14,2,663,0,663,0
1004,93,3,15,0,0,0,0,0
1004,93,3,15,1,0,0,0,0
1004,93,3,15,2,2615,0,2615,0
1014,94,3,16,0,0,0,0,0
1014,94,3,16,1,0,0,0,0
1014,94,3,16,2,3277,0,3277,0
1024,95,3,17,0,0,0,0,0
1024,95,3,17,1,0,0,0,0
1024,95,3,17,2,3133,0,3133,0
1034,96,3,18,0,0,0,0,0
1034,96,3,18,1,0,0,0,0
1034,96,3,18,2,2489,0,2489,0
1044,97,3,19,0,0,0,0,0
1044,97,3,19,1,183,0,183,0
1044,97,3,19,2,466,0,466,0
1054,98,3,20,0,0,0,0,0
1054,98,3,20,1,1409,0,1409,0
1054,98,3,20,2,37,0,37,0
1064,99,3,21,0,0,0,0,0
1064,99,3,21,1,1681,0,1681,0
1064,99,3,21,2,0,0,0,0
1074,100,3,22,0,0,0,0,0
1074,100,3,22,1,1681,0,1681,0
1074,100,3,22,2,0,0,0,0
1084,101,3,23,0,0,0,0,0
1084,101,3,23,1,1681,0,1681,0
1084,101,3,23,2,0,0,0,0
1094,102,3,24,0,0,0,0,0
1094,102,3,24,1,1681,0,1681,0
1094,102,3,24,2,0,0,0,0
1104,103,3,25,0,0,0,0,0
1104,103,3,25,1,1681,0,1681,0
1104,103,3,25,2,0,0,0,0
1116,104,4,0,0,0,0,0,0
1116,104,4,0,1,1681,0,1681,0
1116,104,4,0,2,0,0,0,0
1126,105,4,1,0,0,0,0,0
1126,105,4,1,1,1681,0,1681,0
1126,105,4,1,2,0,0,0,0
1136,106,4,2,0,0,0,0,0
1136,106,4,2,1,1681,0,1681,0
1136,106,4,2,2,0,0,0,0
1146,107,4,3,0,0,0,0,0
1146,107,4,3,1,1681,0,1681,0
1146,107,4,3,2,0,0,0,0
1156,108,4,4,0,0,0,0,0
1156,108,4,4,1,1681,0,1681,0
1156,108,4,4,2,0,0,0,0
1166,109,4,5,0,0,0,0,0
1166,109,4,5,1,1681,0,1681,0
1166,109,4,5,2,0,0,0,0
1176,110,4,6,0,0,0,0,0
1176,110,4,6,1,1681,0,1681,0
1176,110,4,6,2,0,0,0,0
1186,111,4,7,0,0,0,0,0
1186,111,4,7,1,1681,0,1681,0
1186,111,4,7,2,0,0,0,0
1196,112,4,8,0,0,0,0,0
1196,112,4,8,1,1681,0,1681,0
1196,112,4,8,2,0,0,0,0
1206,113,4,9,0,0,0,0,0
1206,113,4,9,1,1681,0,1681,0
1206,113,4,9,2,0,0,0,0
1216,114,4,10,0,0,0,0,0
1216,114,4,10,1,1332,0,1332,0
1216,114,4,10,2,0,0,0,0
1226,115,4,11,0,119,0,119,0
1226,115,4,11,1,0,0,0,0
1226,115,4,11,2,0,0,0,0
1236,116,4,12,0,875,0,875,0
1236,116,4,12,1,0,0,0,0
1236,116,4,12,2,0,0,0,0
1246,117,4,13,0,1030,0,1030,0
1246,117,4,13,1,0,0,0,0
1246,117,4,13,2,1581,0,1581,0
1256,118,4,14,0,804,0,804,0
1256,118,4,14,1,0,0,0,0
1256,118,4,14,2,3965,0,3965,0
1266,119,4,15,0,1617,0,1617,0
1266,119,4,15,1,0,0,0,0
1266,119,4,15,2,6053,0,6053,0
1276,120,4,16,0,1838,0,1838,0
1276,120,4,16,1,0,0,0,0
1276,120,4,16,2,6312,0,6312,0
1286,121,4,17,0,0,0,0,0
1286,121,4,17,1,0,0,0,0
1286,121,4,17,2,4885,0,4885,0
1296,122,4,18,0,0,0,0,0
1296,122,4,18,1,0,0,0,0
1296,122,4,18,2,2974,0,2974,0
1306,123,4,19,0,0,0,0,0
1306,123,4,19,1,452,0,452,0
1306,123,4,19,2,766,0,766,0
1316,124,4,20,0,0,0,0,0
1316,124,4,20,1,1373,0,1373,0
1316,124,4,20,2,143,0,143,0
1326,125,4,21,0,0,0,0,0
1326,125,4,21,1,1681,0,1681,0
1326,125,4,21,2,0,0,0,0
1336,126,4,22,0,0,0,0,0
1336,126,4,22,1,1681,0,1681,0
1336,126,4,22,2,0,0,0,0
1346,127,4,23,0,0,0,0,0
1346,127,4,23,1,1681,0,1681,0
1346,127,4,23,2,0,0,0,0
1356,128,4,24,0,0,0,0,0
1356,128,4,24,1,1681,0,1681,0
1356,128,4,24,2,0,0,0,0
1366,129,4,25,0,0,0,0,0
1366,129,4,25,1,1681,0,1681,0
1366,129,4,25,2,0,0,0,0
1378,130,5,0,0,0,0,0,0
1378,130,5,0,1,1681,0,1681,0
1378,130,5,0,2,0,0,0,0
1388,131,5,1,0,0,0,0,0
1388,131,5,1,1,1681,0,1681,0
1388,131,5,1,2,0,0,0,0
1398,132,5,2,0,0,0,0,0
1398,132,5,2,1,1681,0,1681,0
1398,132,5,2,2,0,0,0,0
1408,133,5,3,0,0,0,0,0
1408,133,5,3,1,1681,0,1681,0
1408,133,5,3,2,0,0,0,0
1418,134,5,4,0,0,0,0,0
1418,134,5,4,1,1681,0,1681,0
1418,134,5,4,2,0,0,0,0
1428,135,5,5,0,0,0,0,0
1428,135,5,5,1,1681,0,1681,0
1428,135,5,5,2,0,0,0,0
1438,136,5,6,0,0,0,0,0
1438,136,5,6,1,1681,0,1681,0
1438,136,5,6,2,0,0,0,0
1448,137,5,7,0,0,0,0,0
1448,137,5,7,1,1681,0,1681,0
1448,137,5,7,2,0,0,0,0
1458,138,5,8,0,0,0,0,0
1458,138,5,8,1,1664,0,1664,0
1458,138,5,8,2,0,0,0,0
